"lme","stockid","year","catch_est","catch_type","catch_units","catch","year2"
"New Zealand Shelf","BNSNZ",1981,"reported","TC","MT",300,2011
"New Zealand Shelf","BNSNZ",1982,"reported","TC","MT",511,2011
"New Zealand Shelf","BNSNZ",1983,"reported","TC","MT",755,2011
"New Zealand Shelf","BNSNZ",1984,"reported","TC","MT",1280,2011
"New Zealand Shelf","BNSNZ",1985,"reported","TC","MT",1390,2011
"New Zealand Shelf","BNSNZ",1986,"reported","TC","MT",1590,2011
"New Zealand Shelf","BNSNZ",1987,"reported","TC","MT",1410,2011
"New Zealand Shelf","BNSNZ",1988,"reported","TC","MT",1270,2011
"New Zealand Shelf","BNSNZ",1989,"reported","TC","MT",1420,2011
"New Zealand Shelf","BNSNZ",1990,"reported","TC","MT",1540,2011
"New Zealand Shelf","BNSNZ",1991,"reported","TC","MT",1770,2011
"New Zealand Shelf","BNSNZ",1992,"reported","TC","MT",1960,2011
"New Zealand Shelf","BNSNZ",1993,"reported","TC","MT",2310,2011
"New Zealand Shelf","BNSNZ",1994,"reported","TC","MT",2320,2011
"New Zealand Shelf","BNSNZ",1995,"reported","TC","MT",2290,2011
"New Zealand Shelf","BNSNZ",1996,"reported","TC","MT",2310,2011
"New Zealand Shelf","BNSNZ",1997,"reported","TC","MT",2830,2011
"New Zealand Shelf","BNSNZ",1998,"reported","TC","MT",2510,2011
"New Zealand Shelf","BNSNZ",1999,"reported","TC","MT",2770,2011
"New Zealand Shelf","BNSNZ",2000,"reported","TC","MT",2730,2011
"New Zealand Shelf","BNSNZ",2001,"reported","TC","MT",2720,2011
"New Zealand Shelf","BNSNZ",2002,"reported","TC","MT",2790,2011
"New Zealand Shelf","BNSNZ",2003,"reported","TC","MT",3000,2011
"New Zealand Shelf","BNSNZ",2004,"reported","TC","MT",3090,2011
"New Zealand Shelf","BNSNZ",2005,"reported","TC","MT",3010,2011
"New Zealand Shelf","BNSNZ",2006,"reported","TC","MT",2470,2011
"New Zealand Shelf","BNSNZ",2007,"reported","TC","MT",2430,2011
"New Zealand Shelf","BNSNZ",2008,"reported","TC","MT",2500,2011
"New Zealand Shelf","BNSNZ",2009,"reported","TC","MT",2050,2011
"New Zealand Shelf","BNSNZ",2010,"reported","TC","MT",2060,2011
"New Zealand Shelf","BNSNZ",2011,"reported","TC","MT",2000,2011
"New Zealand Shelf","BNSNZ",2012,"extrapolated","TC","MT",2000,2011
"New Zealand Shelf","BNSNZ",2013,"extrapolated","TC","MT",2000,2011
"New Zealand Shelf","BNSNZ",2014,"extrapolated","TC","MT",2000,2011
"Gulf of Alaska","BOCACCBCW",1950,"reported","TC","MT",1470,2012
"Gulf of Alaska","BOCACCBCW",1951,"reported","TC","MT",1620,2012
"Gulf of Alaska","BOCACCBCW",1952,"reported","TC","MT",1490,2012
"Gulf of Alaska","BOCACCBCW",1953,"reported","TC","MT",1130,2012
"Gulf of Alaska","BOCACCBCW",1954,"reported","TC","MT",1080,2012
"Gulf of Alaska","BOCACCBCW",1955,"reported","TC","MT",1080,2012
"Gulf of Alaska","BOCACCBCW",1956,"reported","TC","MT",1070,2012
"Gulf of Alaska","BOCACCBCW",1957,"reported","TC","MT",1100,2012
"Gulf of Alaska","BOCACCBCW",1958,"reported","TC","MT",1120,2012
"Gulf of Alaska","BOCACCBCW",1959,"reported","TC","MT",1120,2012
"Gulf of Alaska","BOCACCBCW",1960,"reported","TC","MT",1110,2012
"Gulf of Alaska","BOCACCBCW",1961,"reported","TC","MT",1150,2012
"Gulf of Alaska","BOCACCBCW",1962,"reported","TC","MT",1170,2012
"Gulf of Alaska","BOCACCBCW",1963,"reported","TC","MT",1160,2012
"Gulf of Alaska","BOCACCBCW",1964,"reported","TC","MT",1040,2012
"Gulf of Alaska","BOCACCBCW",1965,"reported","TC","MT",1200,2012
"Gulf of Alaska","BOCACCBCW",1966,"reported","TC","MT",1900,2012
"Gulf of Alaska","BOCACCBCW",1967,"reported","TC","MT",1610,2012
"Gulf of Alaska","BOCACCBCW",1968,"reported","TC","MT",1310,2012
"Gulf of Alaska","BOCACCBCW",1969,"reported","TC","MT",1900,2012
"Gulf of Alaska","BOCACCBCW",1970,"reported","TC","MT",1160,2012
"Gulf of Alaska","BOCACCBCW",1971,"reported","TC","MT",1050,2012
"Gulf of Alaska","BOCACCBCW",1972,"reported","TC","MT",1160,2012
"Gulf of Alaska","BOCACCBCW",1973,"reported","TC","MT",1700,2012
"Gulf of Alaska","BOCACCBCW",1974,"reported","TC","MT",1740,2012
"Gulf of Alaska","BOCACCBCW",1975,"reported","TC","MT",1310,2012
"Gulf of Alaska","BOCACCBCW",1976,"reported","TC","MT",1260,2012
"Gulf of Alaska","BOCACCBCW",1977,"reported","TC","MT",866,2012
"Gulf of Alaska","BOCACCBCW",1978,"reported","TC","MT",762,2012
"Gulf of Alaska","BOCACCBCW",1979,"reported","TC","MT",1090,2012
"Gulf of Alaska","BOCACCBCW",1980,"reported","TC","MT",815,2012
"Gulf of Alaska","BOCACCBCW",1981,"reported","TC","MT",668,2012
"Gulf of Alaska","BOCACCBCW",1982,"reported","TC","MT",664,2012
"Gulf of Alaska","BOCACCBCW",1983,"reported","TC","MT",664,2012
"Gulf of Alaska","BOCACCBCW",1984,"reported","TC","MT",639,2012
"Gulf of Alaska","BOCACCBCW",1985,"reported","TC","MT",882,2012
"Gulf of Alaska","BOCACCBCW",1986,"reported","TC","MT",1120,2012
"Gulf of Alaska","BOCACCBCW",1987,"reported","TC","MT",1090,2012
"Gulf of Alaska","BOCACCBCW",1988,"reported","TC","MT",1650,2012
"Gulf of Alaska","BOCACCBCW",1989,"reported","TC","MT",1060,2012
"Gulf of Alaska","BOCACCBCW",1990,"reported","TC","MT",1300,2012
"Gulf of Alaska","BOCACCBCW",1991,"reported","TC","MT",1270,2012
"Gulf of Alaska","BOCACCBCW",1992,"reported","TC","MT",1160,2012
"Gulf of Alaska","BOCACCBCW",1993,"reported","TC","MT",1270,2012
"Gulf of Alaska","BOCACCBCW",1994,"reported","TC","MT",708,2012
"Gulf of Alaska","BOCACCBCW",1995,"reported","TC","MT",630,2012
"Gulf of Alaska","BOCACCBCW",1996,"reported","TC","MT",387,2012
"Gulf of Alaska","BOCACCBCW",1997,"reported","TC","MT",318,2012
"Gulf of Alaska","BOCACCBCW",1998,"reported","TC","MT",287,2012
"Gulf of Alaska","BOCACCBCW",1999,"reported","TC","MT",287,2012
"Gulf of Alaska","BOCACCBCW",2000,"reported","TC","MT",332,2012
"Gulf of Alaska","BOCACCBCW",2001,"reported","TC","MT",315,2012
"Gulf of Alaska","BOCACCBCW",2002,"reported","TC","MT",331,2012
"Gulf of Alaska","BOCACCBCW",2003,"reported","TC","MT",275,2012
"Gulf of Alaska","BOCACCBCW",2004,"reported","TC","MT",211,2012
"Gulf of Alaska","BOCACCBCW",2005,"reported","TC","MT",204,2012
"Gulf of Alaska","BOCACCBCW",2006,"reported","TC","MT",171,2012
"Gulf of Alaska","BOCACCBCW",2007,"reported","TC","MT",168,2012
"Gulf of Alaska","BOCACCBCW",2008,"reported","TC","MT",142,2012
"Gulf of Alaska","BOCACCBCW",2009,"reported","TC","MT",137,2012
"Gulf of Alaska","BOCACCBCW",2010,"reported","TC","MT",121,2012
"Gulf of Alaska","BOCACCBCW",2011,"reported","TC","MT",139,2012
"Gulf of Alaska","BOCACCBCW",2012,"reported","TC","MT",138,2012
"Gulf of Alaska","BOCACCBCW",2013,"extrapolated","TC","MT",138,2012
"Gulf of Alaska","BOCACCBCW",2014,"extrapolated","TC","MT",138,2012
"California Current","BOCACCSPCOAST",1950,"reported","TC","MT",1220,2012
"California Current","BOCACCSPCOAST",1951,"reported","TC","MT",1760,2012
"California Current","BOCACCSPCOAST",1952,"reported","TC","MT",1970,2012
"California Current","BOCACCSPCOAST",1953,"reported","TC","MT",2270,2012
"California Current","BOCACCSPCOAST",1954,"reported","TC","MT",2400,2012
"California Current","BOCACCSPCOAST",1955,"reported","TC","MT",3050,2012
"California Current","BOCACCSPCOAST",1956,"reported","TC","MT",3650,2012
"California Current","BOCACCSPCOAST",1957,"reported","TC","MT",3570,2012
"California Current","BOCACCSPCOAST",1958,"reported","TC","MT",3580,2012
"California Current","BOCACCSPCOAST",1959,"reported","TC","MT",2850,2012
"California Current","BOCACCSPCOAST",1960,"reported","TC","MT",2440,2012
"California Current","BOCACCSPCOAST",1961,"reported","TC","MT",1920,2012
"California Current","BOCACCSPCOAST",1962,"reported","TC","MT",1730,2012
"California Current","BOCACCSPCOAST",1963,"reported","TC","MT",2010,2012
"California Current","BOCACCSPCOAST",1964,"reported","TC","MT",1520,2012
"California Current","BOCACCSPCOAST",1965,"reported","TC","MT",1750,2012
"California Current","BOCACCSPCOAST",1966,"reported","TC","MT",3420,2012
"California Current","BOCACCSPCOAST",1967,"reported","TC","MT",5330,2012
"California Current","BOCACCSPCOAST",1968,"reported","TC","MT",3410,2012
"California Current","BOCACCSPCOAST",1969,"reported","TC","MT",2350,2012
"California Current","BOCACCSPCOAST",1970,"reported","TC","MT",2850,2012
"California Current","BOCACCSPCOAST",1971,"reported","TC","MT",2500,2012
"California Current","BOCACCSPCOAST",1972,"reported","TC","MT",3650,2012
"California Current","BOCACCSPCOAST",1973,"reported","TC","MT",7200,2012
"California Current","BOCACCSPCOAST",1974,"reported","TC","MT",9000,2012
"California Current","BOCACCSPCOAST",1975,"reported","TC","MT",6400,2012
"California Current","BOCACCSPCOAST",1976,"reported","TC","MT",6180,2012
"California Current","BOCACCSPCOAST",1977,"reported","TC","MT",4860,2012
"California Current","BOCACCSPCOAST",1978,"reported","TC","MT",4370,2012
"California Current","BOCACCSPCOAST",1979,"reported","TC","MT",6120,2012
"California Current","BOCACCSPCOAST",1980,"reported","TC","MT",5380,2012
"California Current","BOCACCSPCOAST",1981,"reported","TC","MT",5750,2012
"California Current","BOCACCSPCOAST",1982,"reported","TC","MT",6600,2012
"California Current","BOCACCSPCOAST",1983,"reported","TC","MT",5600,2012
"California Current","BOCACCSPCOAST",1984,"reported","TC","MT",4680,2012
"California Current","BOCACCSPCOAST",1985,"reported","TC","MT",2860,2012
"California Current","BOCACCSPCOAST",1986,"reported","TC","MT",3120,2012
"California Current","BOCACCSPCOAST",1987,"reported","TC","MT",2650,2012
"California Current","BOCACCSPCOAST",1988,"reported","TC","MT",2300,2012
"California Current","BOCACCSPCOAST",1989,"reported","TC","MT",2760,2012
"California Current","BOCACCSPCOAST",1990,"reported","TC","MT",2620,2012
"California Current","BOCACCSPCOAST",1991,"reported","TC","MT",1710,2012
"California Current","BOCACCSPCOAST",1992,"reported","TC","MT",1830,2012
"California Current","BOCACCSPCOAST",1993,"reported","TC","MT",1590,2012
"California Current","BOCACCSPCOAST",1994,"reported","TC","MT",1290,2012
"California Current","BOCACCSPCOAST",1995,"reported","TC","MT",818,2012
"California Current","BOCACCSPCOAST",1996,"reported","TC","MT",547,2012
"California Current","BOCACCSPCOAST",1997,"reported","TC","MT",498,2012
"California Current","BOCACCSPCOAST",1998,"reported","TC","MT",211,2012
"California Current","BOCACCSPCOAST",1999,"reported","TC","MT",213,2012
"California Current","BOCACCSPCOAST",2000,"reported","TC","MT",160,2012
"California Current","BOCACCSPCOAST",2001,"reported","TC","MT",139,2012
"California Current","BOCACCSPCOAST",2002,"reported","TC","MT",90,2012
"California Current","BOCACCSPCOAST",2003,"reported","TC","MT",13,2012
"California Current","BOCACCSPCOAST",2004,"reported","TC","MT",85,2012
"California Current","BOCACCSPCOAST",2005,"reported","TC","MT",107,2012
"California Current","BOCACCSPCOAST",2006,"reported","TC","MT",60,2012
"California Current","BOCACCSPCOAST",2007,"reported","TC","MT",63,2012
"California Current","BOCACCSPCOAST",2008,"reported","TC","MT",59,2012
"California Current","BOCACCSPCOAST",2009,"reported","TC","MT",58,2012
"California Current","BOCACCSPCOAST",2010,"reported","TC","MT",75,2012
"California Current","BOCACCSPCOAST",2011,"reported","TC","MT",112,2012
"California Current","BOCACCSPCOAST",2012,"reported","TC","MT",188,2012
"California Current","BOCACCSPCOAST",2013,"extrapolated","TC","MT",188,2012
"California Current","BOCACCSPCOAST",2014,"extrapolated","TC","MT",188,2012
"California Current","BRNROCKPCOAST",1950,"reported","TC","MT",30.2,2012
"California Current","BRNROCKPCOAST",1951,"reported","TC","MT",46.1,2012
"California Current","BRNROCKPCOAST",1952,"reported","TC","MT",46.6,2012
"California Current","BRNROCKPCOAST",1953,"reported","TC","MT",37.1,2012
"California Current","BRNROCKPCOAST",1954,"reported","TC","MT",50.9,2012
"California Current","BRNROCKPCOAST",1955,"reported","TC","MT",99.2,2012
"California Current","BRNROCKPCOAST",1956,"reported","TC","MT",106,2012
"California Current","BRNROCKPCOAST",1957,"reported","TC","MT",109,2012
"California Current","BRNROCKPCOAST",1958,"reported","TC","MT",129,2012
"California Current","BRNROCKPCOAST",1959,"reported","TC","MT",91,2012
"California Current","BRNROCKPCOAST",1960,"reported","TC","MT",106,2012
"California Current","BRNROCKPCOAST",1961,"reported","TC","MT",85.3,2012
"California Current","BRNROCKPCOAST",1962,"reported","TC","MT",92.2,2012
"California Current","BRNROCKPCOAST",1963,"reported","TC","MT",116,2012
"California Current","BRNROCKPCOAST",1964,"reported","TC","MT",94.2,2012
"California Current","BRNROCKPCOAST",1965,"reported","TC","MT",120,2012
"California Current","BRNROCKPCOAST",1966,"reported","TC","MT",136,2012
"California Current","BRNROCKPCOAST",1967,"reported","TC","MT",150,2012
"California Current","BRNROCKPCOAST",1968,"reported","TC","MT",156,2012
"California Current","BRNROCKPCOAST",1969,"reported","TC","MT",127,2012
"California Current","BRNROCKPCOAST",1970,"reported","TC","MT",161,2012
"California Current","BRNROCKPCOAST",1971,"reported","TC","MT",161,2012
"California Current","BRNROCKPCOAST",1972,"reported","TC","MT",213,2012
"California Current","BRNROCKPCOAST",1973,"reported","TC","MT",310,2012
"California Current","BRNROCKPCOAST",1974,"reported","TC","MT",360,2012
"California Current","BRNROCKPCOAST",1975,"reported","TC","MT",314,2012
"California Current","BRNROCKPCOAST",1976,"reported","TC","MT",334,2012
"California Current","BRNROCKPCOAST",1977,"reported","TC","MT",285,2012
"California Current","BRNROCKPCOAST",1978,"reported","TC","MT",203,2012
"California Current","BRNROCKPCOAST",1979,"reported","TC","MT",196,2012
"California Current","BRNROCKPCOAST",1980,"reported","TC","MT",413,2012
"California Current","BRNROCKPCOAST",1981,"reported","TC","MT",141,2012
"California Current","BRNROCKPCOAST",1982,"reported","TC","MT",260,2012
"California Current","BRNROCKPCOAST",1983,"reported","TC","MT",140,2012
"California Current","BRNROCKPCOAST",1984,"reported","TC","MT",237,2012
"California Current","BRNROCKPCOAST",1985,"reported","TC","MT",218,2012
"California Current","BRNROCKPCOAST",1986,"reported","TC","MT",267,2012
"California Current","BRNROCKPCOAST",1987,"reported","TC","MT",190,2012
"California Current","BRNROCKPCOAST",1988,"reported","TC","MT",320,2012
"California Current","BRNROCKPCOAST",1989,"reported","TC","MT",213,2012
"California Current","BRNROCKPCOAST",1990,"reported","TC","MT",173,2012
"California Current","BRNROCKPCOAST",1991,"reported","TC","MT",170,2012
"California Current","BRNROCKPCOAST",1992,"reported","TC","MT",142,2012
"California Current","BRNROCKPCOAST",1993,"reported","TC","MT",138,2012
"California Current","BRNROCKPCOAST",1994,"reported","TC","MT",76.1,2012
"California Current","BRNROCKPCOAST",1995,"reported","TC","MT",76.6,2012
"California Current","BRNROCKPCOAST",1996,"reported","TC","MT",107,2012
"California Current","BRNROCKPCOAST",1997,"reported","TC","MT",154,2012
"California Current","BRNROCKPCOAST",1998,"reported","TC","MT",98.3,2012
"California Current","BRNROCKPCOAST",1999,"reported","TC","MT",126,2012
"California Current","BRNROCKPCOAST",2000,"reported","TC","MT",102,2012
"California Current","BRNROCKPCOAST",2001,"reported","TC","MT",152,2012
"California Current","BRNROCKPCOAST",2002,"reported","TC","MT",94.5,2012
"California Current","BRNROCKPCOAST",2003,"reported","TC","MT",169,2012
"California Current","BRNROCKPCOAST",2004,"reported","TC","MT",58.2,2012
"California Current","BRNROCKPCOAST",2005,"reported","TC","MT",100,2012
"California Current","BRNROCKPCOAST",2006,"reported","TC","MT",89.2,2012
"California Current","BRNROCKPCOAST",2007,"reported","TC","MT",76.1,2012
"California Current","BRNROCKPCOAST",2008,"reported","TC","MT",72.6,2012
"California Current","BRNROCKPCOAST",2009,"reported","TC","MT",84.9,2012
"California Current","BRNROCKPCOAST",2010,"reported","TC","MT",97,2012
"California Current","BRNROCKPCOAST",2011,"reported","TC","MT",113,2012
"California Current","BRNROCKPCOAST",2012,"reported","TC","MT",94.7,2012
"California Current","BRNROCKPCOAST",2013,"extrapolated","TC","MT",94.7,2012
"California Current","BRNROCKPCOAST",2014,"extrapolated","TC","MT",94.7,2012
"Gulf of Mexico","BRNSHRIMPGM",1984,"reported","TC","MT",37200,2014
"Gulf of Mexico","BRNSHRIMPGM",1985,"reported","TC","MT",39200,2014
"Gulf of Mexico","BRNSHRIMPGM",1986,"reported","TC","MT",44700,2014
"Gulf of Mexico","BRNSHRIMPGM",1987,"reported","TC","MT",41700,2014
"Gulf of Mexico","BRNSHRIMPGM",1988,"reported","TC","MT",36800,2014
"Gulf of Mexico","BRNSHRIMPGM",1989,"reported","TC","MT",42800,2014
"Gulf of Mexico","BRNSHRIMPGM",1990,"reported","TC","MT",46900,2014
"Gulf of Mexico","BRNSHRIMPGM",1991,"reported","TC","MT",39700,2014
"Gulf of Mexico","BRNSHRIMPGM",1992,"reported","TC","MT",31300,2014
"Gulf of Mexico","BRNSHRIMPGM",1993,"reported","TC","MT",30900,2014
"Gulf of Mexico","BRNSHRIMPGM",1994,"reported","TC","MT",30500,2014
"Gulf of Mexico","BRNSHRIMPGM",1995,"reported","TC","MT",34900,2014
"Gulf of Mexico","BRNSHRIMPGM",1996,"reported","TC","MT",33700,2014
"Gulf of Mexico","BRNSHRIMPGM",1997,"reported","TC","MT",30100,2014
"Gulf of Mexico","BRNSHRIMPGM",1998,"reported","TC","MT",36000,2014
"Gulf of Mexico","BRNSHRIMPGM",1999,"reported","TC","MT",37000,2014
"Gulf of Mexico","BRNSHRIMPGM",2000,"reported","TC","MT",43900,2014
"Gulf of Mexico","BRNSHRIMPGM",2001,"reported","TC","MT",40300,2014
"Gulf of Mexico","BRNSHRIMPGM",2002,"reported","TC","MT",33600,2014
"Gulf of Mexico","BRNSHRIMPGM",2003,"reported","TC","MT",38100,2014
"Gulf of Mexico","BRNSHRIMPGM",2004,"reported","TC","MT",33800,2014
"Gulf of Mexico","BRNSHRIMPGM",2005,"reported","TC","MT",26600,2014
"Gulf of Mexico","BRNSHRIMPGM",2006,"reported","TC","MT",39700,2014
"Gulf of Mexico","BRNSHRIMPGM",2007,"reported","TC","MT",32000,2014
"Gulf of Mexico","BRNSHRIMPGM",2008,"reported","TC","MT",22800,2014
"Gulf of Mexico","BRNSHRIMPGM",2009,"reported","TC","MT",34200,2014
"Gulf of Mexico","BRNSHRIMPGM",2010,"reported","TC","MT",20500,2014
"Gulf of Mexico","BRNSHRIMPGM",2011,"reported","TC","MT",33200,2014
"Gulf of Mexico","BRNSHRIMPGM",2012,"reported","TC","MT",29600,2014
"Gulf of Mexico","BRNSHRIMPGM",2013,"reported","TC","MT",30100,2014
"Gulf of Mexico","BRNSHRIMPGM",2014,"reported","TC","MT",28300,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1950,"reported","TL","MT",5692.3076,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1951,"reported","TL","MT",8442.308,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1952,"reported","TL","MT",9923.077,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1953,"reported","TL","MT",6576.923,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1954,"reported","TL","MT",5192.3076,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1955,"reported","TL","MT",5115.385,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1956,"reported","TL","MT",5384.615,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1957,"reported","TL","MT",4346.154,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1958,"reported","TL","MT",5326.923,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1959,"reported","TL","MT",3788.4614,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1960,"reported","TL","MT",2646.75,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1961,"reported","TL","MT",4014.72,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1962,"reported","TL","MT",3976.51,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1963,"reported","TL","MT",3437.5,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1964,"reported","TL","MT",3803.89,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1965,"reported","TL","MT",1955.11,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1966,"reported","TL","MT",1512.43,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1967,"reported","TL","MT",1397.29,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1968,"reported","TC","MT",2350,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1969,"reported","TC","MT",2390,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1970,"reported","TC","MT",2130,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1971,"reported","TC","MT",1280,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1972,"reported","TC","MT",1620,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1973,"reported","TC","MT",2430,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1974,"reported","TC","MT",2240,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1975,"reported","TC","MT",3610,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1976,"reported","TC","MT",3350,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1977,"reported","TC","MT",4240,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1978,"reported","TC","MT",3570,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1979,"reported","TC","MT",2690,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1980,"reported","TC","MT",2140,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1981,"reported","TC","MT",1860,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1982,"reported","TC","MT",2530,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1983,"reported","TC","MT",3580,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1984,"reported","TC","MT",2330,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1985,"reported","TC","MT",2210,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1986,"reported","TC","MT",3530,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1987,"reported","TC","MT",2700,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1988,"reported","TC","MT",2940,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1989,"reported","TC","MT",2730,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1990,"reported","TC","MT",2830,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1991,"reported","TC","MT",3180,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1992,"reported","TC","MT",2660,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1993,"reported","TC","MT",3760,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1994,"reported","TC","MT",2320,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1995,"reported","TC","MT",3800,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1996,"reported","TC","MT",3830,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1997,"reported","TC","MT",3260,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1998,"reported","TC","MT",1980,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",1999,"reported","TC","MT",2260,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2000,"reported","TC","MT",3310,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2001,"reported","TC","MT",3340,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2002,"reported","TC","MT",3950,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2003,"reported","TC","MT",3230,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2004,"reported","TC","MT",2730,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2005,"reported","TC","MT",2380,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2006,"reported","TC","MT",2410,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2007,"reported","TC","MT",2340,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2008,"reported","TC","MT",1920,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2009,"reported","TC","MT",2000,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2010,"reported","TC","MT",2490,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2011,"reported","TC","MT",1550,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2012,"reported","TL","MT",1008.5,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2013,"reported","TL","MT",1096,2014
"Northeast U.S. Continental Shelf","BSBASSMATLC",2014,"reported","TL","MT",1139,2014
"Southeast U.S. Continental Shelf","BSBASSSATL",1950,"reported","TL","MT",139,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1951,"reported","TL","MT",99.1,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1952,"reported","TL","MT",72.2,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1953,"reported","TL","MT",51.9,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1954,"reported","TL","MT",32.5,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1955,"reported","TL","MT",19.2,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1956,"reported","TL","MT",31.8,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1957,"reported","TL","MT",31.5,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1958,"reported","TL","MT",32.3,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1959,"reported","TL","MT",45,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1960,"reported","TL","MT",61,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1961,"reported","TL","MT",304,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1962,"reported","TL","MT",287,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1963,"reported","TL","MT",244,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1964,"reported","TL","MT",259,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1965,"reported","TL","MT",263,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1966,"reported","TL","MT",368,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1967,"reported","TL","MT",659,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1968,"reported","TL","MT",381,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1969,"reported","TL","MT",615,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1970,"reported","TL","MT",715,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1971,"reported","TL","MT",511,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1972,"reported","TL","MT",564,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1973,"reported","TL","MT",424,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1974,"reported","TL","MT",635,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1975,"reported","TL","MT",849,2010
"Southeast U.S. Continental Shelf","BSBASSSATL",1976,"reported","TL","MT",485,2010
