"lme","stockid","year","catch_est","catch_type","catch_units","catch","year2"
"New Zealand Shelf","RROCKLOBSTERCRA3",2010,"reported","TC","MT",287,2013
"New Zealand Shelf","RROCKLOBSTERCRA3",2011,"reported","TC","MT",290,2013
"New Zealand Shelf","RROCKLOBSTERCRA3",2012,"reported","TC","MT",324,2013
"New Zealand Shelf","RROCKLOBSTERCRA3",2013,"reported","TC","MT",354,2013
"New Zealand Shelf","RROCKLOBSTERCRA3",2014,"extrapolated","TC","MT",354,2013
"New Zealand Shelf","RROCKLOBSTERCRA4",1950,"reported","TC","MT",632,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1951,"reported","TC","MT",834,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1952,"reported","TC","MT",812,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1953,"reported","TC","MT",842,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1954,"reported","TC","MT",828,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1955,"reported","TC","MT",637,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1956,"reported","TC","MT",555,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1957,"reported","TC","MT",430,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1958,"reported","TC","MT",446,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1959,"reported","TC","MT",392,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1960,"reported","TC","MT",473,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1961,"reported","TC","MT",542,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1962,"reported","TC","MT",640,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1963,"reported","TC","MT",415,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1964,"reported","TC","MT",592,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1965,"reported","TC","MT",737,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1966,"reported","TC","MT",835,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1967,"reported","TC","MT",657,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1968,"reported","TC","MT",655,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1969,"reported","TC","MT",770,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1970,"reported","TC","MT",715,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1971,"reported","TC","MT",550,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1972,"reported","TC","MT",559,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1973,"reported","TC","MT",498,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1974,"reported","TC","MT",481,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1975,"reported","TC","MT",563,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1976,"reported","TC","MT",606,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1977,"reported","TC","MT",613,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1978,"reported","TC","MT",687,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1979,"reported","TC","MT",609,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1980,"reported","TC","MT",735,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1981,"reported","TC","MT",788,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1982,"reported","TC","MT",1070,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1983,"reported","TC","MT",1170,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1984,"reported","TC","MT",1080,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1985,"reported","TC","MT",1060,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1986,"reported","TC","MT",1180,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1987,"reported","TC","MT",1160,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1988,"reported","TC","MT",957,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1989,"reported","TC","MT",949,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1990,"reported","TC","MT",733,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1991,"reported","TC","MT",675,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1992,"reported","TC","MT",575,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1993,"reported","TC","MT",595,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1994,"reported","TC","MT",619,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1995,"reported","TC","MT",622,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1996,"reported","TC","MT",653,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1997,"reported","TC","MT",659,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1998,"reported","TC","MT",676,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",1999,"reported","TC","MT",739,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2000,"reported","TC","MT",745,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2001,"reported","TC","MT",722,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2002,"reported","TC","MT",731,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2003,"reported","TC","MT",718,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2004,"reported","TC","MT",690,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2005,"reported","TC","MT",608,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2006,"reported","TC","MT",541,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2007,"reported","TC","MT",408,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2008,"reported","TC","MT",350,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2009,"reported","TC","MT",378,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2010,"reported","TC","MT",533,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2011,"extrapolated","TC","MT",533,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2012,"extrapolated","TC","MT",533,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2013,"extrapolated","TC","MT",533,2010
"New Zealand Shelf","RROCKLOBSTERCRA4",2014,"extrapolated","TC","MT",533,2010
"New Zealand Shelf","RROCKLOBSTERCRA5",1950,"reported","TC","MT",1100,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1951,"reported","TC","MT",717,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1952,"reported","TC","MT",715,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1953,"reported","TC","MT",482,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1954,"reported","TC","MT",434,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1955,"reported","TC","MT",455,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1956,"reported","TC","MT",449,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1957,"reported","TC","MT",341,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1958,"reported","TC","MT",434,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1959,"reported","TC","MT",545,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1960,"reported","TC","MT",501,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1961,"reported","TC","MT",471,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1962,"reported","TC","MT",555,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1963,"reported","TC","MT",485,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1964,"reported","TC","MT",587,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1965,"reported","TC","MT",601,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1966,"reported","TC","MT",756,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1967,"reported","TC","MT",615,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1968,"reported","TC","MT",512,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1969,"reported","TC","MT",565,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1970,"reported","TC","MT",513,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1971,"reported","TC","MT",518,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1972,"reported","TC","MT",542,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1973,"reported","TC","MT",495,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1974,"reported","TC","MT",406,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1975,"reported","TC","MT",569,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1976,"reported","TC","MT",508,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1977,"reported","TC","MT",524,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1978,"reported","TC","MT",616,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1979,"reported","TC","MT",491,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1980,"reported","TC","MT",624,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1981,"reported","TC","MT",622,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1982,"reported","TC","MT",802,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1983,"reported","TC","MT",766,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1984,"reported","TC","MT",911,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1985,"reported","TC","MT",912,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1986,"reported","TC","MT",795,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1987,"reported","TC","MT",634,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1988,"reported","TC","MT",460,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1989,"reported","TC","MT",413,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1990,"reported","TC","MT",533,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1991,"reported","TC","MT",508,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1992,"reported","TC","MT",482,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1993,"reported","TC","MT",480,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1994,"reported","TC","MT",408,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1995,"reported","TC","MT",413,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1996,"reported","TC","MT",389,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1997,"reported","TC","MT",397,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1998,"reported","TC","MT",401,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",1999,"reported","TC","MT",455,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2000,"reported","TC","MT",454,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2001,"reported","TC","MT",459,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2002,"reported","TC","MT",464,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2003,"reported","TC","MT",471,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2004,"reported","TC","MT",464,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2005,"reported","TC","MT",476,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2006,"reported","TC","MT",471,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2007,"reported","TC","MT",472,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2008,"reported","TC","MT",468,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2009,"reported","TC","MT",480,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2010,"reported","TC","MT",473,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2011,"reported","TC","MT",481,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2012,"reported","TC","MT",485,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2013,"reported","TC","MT",471,2014
"New Zealand Shelf","RROCKLOBSTERCRA5",2014,"reported","TC","MT",472,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1963,"reported","TC","MT",663,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1964,"reported","TC","MT",620,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1965,"reported","TC","MT",588,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1966,"reported","TC","MT",805,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1967,"reported","TC","MT",615,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1968,"reported","TC","MT",800,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1969,"reported","TC","MT",767,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1970,"reported","TC","MT",711,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1971,"reported","TC","MT",460,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1972,"reported","TC","MT",237,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1973,"reported","TC","MT",618,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1974,"reported","TC","MT",448,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1975,"reported","TC","MT",365,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1976,"reported","TC","MT",320,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1977,"reported","TC","MT",353,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1978,"reported","TC","MT",555,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1979,"reported","TC","MT",446,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1980,"reported","TC","MT",339,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1981,"reported","TC","MT",323,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1982,"reported","TC","MT",160,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1983,"reported","TC","MT",136,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1984,"reported","TC","MT",234,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1985,"reported","TC","MT",385,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1986,"reported","TC","MT",393,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1987,"reported","TC","MT",357,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1988,"reported","TC","MT",260,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1989,"reported","TC","MT",127,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1990,"reported","TC","MT",185,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1991,"reported","TC","MT",227,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1992,"reported","TC","MT",178,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1993,"reported","TC","MT",178,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1994,"reported","TC","MT",153,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1995,"reported","TC","MT",104,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1996,"reported","TC","MT",90.6,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1997,"reported","TC","MT",64.8,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1998,"reported","TC","MT",88.6,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",1999,"reported","TC","MT",87.6,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2000,"reported","TC","MT",111,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2001,"reported","TC","MT",93.1,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2002,"reported","TC","MT",97.2,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2003,"reported","TC","MT",90.1,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2004,"reported","TC","MT",103,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2005,"reported","TC","MT",104,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2006,"reported","TC","MT",129,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2007,"reported","TC","MT",129,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2008,"reported","TC","MT",129,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2009,"reported","TC","MT",145,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2010,"reported","TC","MT",83.5,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2011,"reported","TC","MT",54.4,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2012,"reported","TC","MT",62.5,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2013,"reported","TC","MT",52.7,2014
"New Zealand Shelf","RROCKLOBSTERCRA7",2014,"reported","TC","MT",74.7,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1963,"reported","TC","MT",3320,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1964,"reported","TC","MT",2790,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1965,"reported","TC","MT",2970,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1966,"reported","TC","MT",3160,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1967,"reported","TC","MT",2460,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1968,"reported","TC","MT",2330,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1969,"reported","TC","MT",2240,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1970,"reported","TC","MT",2730,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1971,"reported","TC","MT",2890,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1972,"reported","TC","MT",2140,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1973,"reported","TC","MT",2410,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1974,"reported","TC","MT",1770,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1975,"reported","TC","MT",1840,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1976,"reported","TC","MT",2050,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1977,"reported","TC","MT",1880,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1978,"reported","TC","MT",2370,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1979,"reported","TC","MT",1920,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1980,"reported","TC","MT",1670,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1981,"reported","TC","MT",1690,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1982,"reported","TC","MT",1820,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1983,"reported","TC","MT",1850,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1984,"reported","TC","MT",1870,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1985,"reported","TC","MT",2250,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1986,"reported","TC","MT",1930,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1987,"reported","TC","MT",2010,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1988,"reported","TC","MT",1280,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1989,"reported","TC","MT",1520,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1990,"reported","TC","MT",906,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1991,"reported","TC","MT",1050,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1992,"reported","TC","MT",983,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1993,"reported","TC","MT",1000,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1994,"reported","TC","MT",962,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1995,"reported","TC","MT",912,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1996,"reported","TC","MT",962,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1997,"reported","TC","MT",884,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1998,"reported","TC","MT",906,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",1999,"reported","TC","MT",806,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2000,"reported","TC","MT",788,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2001,"reported","TC","MT",644,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2002,"reported","TC","MT",627,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2003,"reported","TC","MT",626,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2004,"reported","TC","MT",659,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2005,"reported","TC","MT",658,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2006,"reported","TC","MT",808,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2007,"reported","TC","MT",804,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2008,"reported","TC","MT",1020,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2009,"reported","TC","MT",1070,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2010,"reported","TC","MT",1060,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2011,"reported","TC","MT",1010,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2012,"reported","TC","MT",1010,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2013,"reported","TC","MT",1010,2014
"New Zealand Shelf","RROCKLOBSTERCRA8",2014,"reported","TC","MT",1010,2014
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1970,"reported","TL","MT",602,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1971,"reported","TL","MT",638,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1972,"reported","TL","MT",749,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1973,"reported","TL","MT",671,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1974,"reported","TL","MT",603,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1975,"reported","TL","MT",651,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1976,"reported","TL","MT",560,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1977,"reported","TL","MT",581,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1978,"reported","TL","MT",559,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1979,"reported","TL","MT",593,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1980,"reported","TL","MT",677,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1981,"reported","TL","MT",638,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1982,"reported","TL","MT",716,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1983,"reported","TL","MT",678,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1984,"reported","TL","MT",680,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1985,"reported","TL","MT",657,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1986,"reported","TL","MT",750,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1987,"reported","TL","MT",811,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1988,"reported","TL","MT",868,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1989,"reported","TL","MT",997,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1990,"reported","TL","MT",1100,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1991,"reported","TL","MT",1220,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1992,"reported","TL","MT",1060,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1993,"reported","TL","MT",930,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1994,"reported","TL","MT",891,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1995,"reported","TL","MT",903,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1996,"reported","TL","MT",904,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1997,"reported","TL","MT",943,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1998,"reported","TL","MT",1020,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",1999,"reported","TL","MT",1000,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2000,"reported","TL","MT",846,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2001,"reported","TL","MT",675,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2002,"reported","TL","MT",595,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2003,"reported","TL","MT",503,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2004,"reported","TL","MT",446,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2005,"reported","TL","MT",476,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2006,"reported","TL","MT",492,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2007,"reported","TL","MT",459,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2008,"reported","TL","MT",403,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2009,"reported","TL","MT",310,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2010,"reported","TL","MT",312,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2011,"extrapolated","TL","MT",312,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2012,"extrapolated","TL","MT",312,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2013,"extrapolated","TL","MT",312,2010
"South West Australian Shelf","RROCKLOBSTERSAUSNZ",2014,"extrapolated","TL","MT",312,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1970,"reported","TL","MT",1540,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1971,"reported","TL","MT",1600,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1972,"reported","TL","MT",1950,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1973,"reported","TL","MT",1740,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1974,"reported","TL","MT",1210,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1975,"reported","TL","MT",1620,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1976,"reported","TL","MT",1370,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1977,"reported","TL","MT",1300,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1978,"reported","TL","MT",1310,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1979,"reported","TL","MT",1530,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1980,"reported","TL","MT",2130,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1981,"reported","TL","MT",2050,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1982,"reported","TL","MT",1840,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1983,"reported","TL","MT",1730,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1984,"reported","TL","MT",1540,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1985,"reported","TL","MT",1550,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1986,"reported","TL","MT",1460,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1987,"reported","TL","MT",1660,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1988,"reported","TL","MT",1410,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1989,"reported","TL","MT",1530,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1990,"reported","TL","MT",1560,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1991,"reported","TL","MT",1940,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1992,"reported","TL","MT",1750,2010
"Southeast Australian Shelf","RROCKLOBSTERSAUSSZ",1993,"reported","TL","MT",1670,2010
