"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"346","fish","Actinopterygii","Perciformes","Sparidae","Sparidentex","Sparidentex hasta","Sparidentex hasta","Sobaity seabream","Low","demersal"
"347","fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena jello","Sphyraena jello","Pickhandle barracuda","Low","reef-associated"
"348","fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena obtusata","Sphyraena obtusata","Obtuse barracuda","High","reef-associated"
"349","fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena putnamae","Sphyraena putnamae","Sawtooth barracuda","Medium","reef-associated"
"350","fish","Actinopterygii","Clupeiformes","Clupeidae","Spratelloides","Spratelloides gracilis","Spratelloides gracilis","Silverstriped round herring","High","pelagic-neritic"
"351","fish","Actinopterygii","Clupeiformes","Clupeidae","Tenualosa","Tenualosa ilisha","Tenualosa ilisha","Hilsa shad","Medium","pelagic-neritic"
"352","fish","Actinopterygii","Clupeiformes","Clupeidae","Tenualosa","Tenualosa toli","Tenualosa toli","Toli shad","High","pelagic-neritic"
"353","fish","Actinopterygii","Perciformes","Terapontidae","Terapon","Terapon jarbua","Terapon jarbua","Jarbua terapon","Medium","demersal"
"354","invert","Malacostraca","Decapoda","Scyllaridae","Thenus","Thenus orientalis","Thenus orientalis","Flathead lobster",NA,"benthic"
"355","fish","Actinopterygii","Clupeiformes","Engraulidae","Thryssa","Thryssa baelama","Thryssa baelama","Baelama anchovy","High","reef-associated"
"356","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus tonggol","Thunnus tonggol","Longtail tuna","Low","pelagic-neritic"
"357","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus mookalee","Trachinotus mookalee","Indian pompano","Medium","demersal"
"358","fish","Actinopterygii","Perciformes","Mullidae","Upeneus","Upeneus sulphureus","Upeneus sulphureus","Sulphur goatfish","Medium","demersal"
"359","fish","Actinopterygii","Beloniformes","Zenarchopteridae","Zenarchopterus","Zenarchopterus dispar","Zenarchopterus dispar","Feathered river garfish",NA,"reef-associated"
"360","invert","Bivalvia","Ostreoida","Pectinidae","Aequipecten","Aequipecten opercularis","Aequipecten opercularis","Queen scallop",NA,"benthic"
"361","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa fallax","Alosa fallax","Twaite shad","Medium","pelagic-neritic"
"362","fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish","Low","demersal"
"363","fish","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Anguilla anguilla","European eel","Low","demersal"
"364","fish","Actinopterygii","Beloniformes","Belonidae","Belone","Belone belone","Belone belone","Garfish","Medium","pelagic-oceanic"
"365","invert","Gastropoda","Neogastropoda","Buccinidae","Buccinum","Buccinum undatum","Buccinum undatum","Whelk",NA,"benthic"
"366","invert","Malacostraca","Decapoda","Cancridae","Cancer","Cancer pagurus","Cancer pagurus","Edible crab",NA,"benthic"
"367","fish","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","Carassius carassius","Carassius carassius","Crucian carp","Medium","demersal"
"368","invert","Bivalvia","Veneroida","Cardiidae","Cardium","Cardium edule","Cardium edule","Common edible cockle",NA,NA
"369","invert","Bivalvia","Veneroida","Cardiidae","Cerastoderma","Cerastoderma edule","Cerastoderma edule","Common cockle",NA,"benthic"
"370","fish","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","Chelidonichthys cuculus","Chelidonichthys cuculus","Red gurnard","Medium","demersal"
"371","fish","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","Chelidonichthys lucerna","Chelidonichthys lucerna","Tub gurnard","Low","demersal"
"372","fish","Actinopterygii","Gadiformes","Lotidae","Ciliata","Ciliata mustela","Ciliata mustela","Fivebeard rockling","High","demersal"
"373","fish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Atlantic herring","Medium","benthopelagic"
"374","fish","Actinopterygii","Anguilliformes","Congridae","Conger","Conger conger","Conger conger","European conger","Low","demersal"
"375","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus albula","Coregonus albula","Vendace","Medium","benthopelagic"
"376","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus oxyrinchus","Coregonus oxyrinchus","Houting","Medium","benthopelagic"
"377","invert","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon crangon","Crangon crangon","Common shrimp",NA,"benthic"
"378","fish","Actinopterygii","Scorpaeniformes","Cyclopteridae","Cyclopterus","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish","Low","benthopelagic"
"379","fish","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio","Cyprinus carpio","Common carp","Medium","benthopelagic"
"380","fish","Actinopterygii","Perciformes","Moronidae","Dicentrarchus","Dicentrarchus labrax","Dicentrarchus labrax","European seabass","Medium","demersal"
"381","invert","Echinoidea","Echinoida","Echinidae","Echinus","Echinus esculentus","Echinus esculentus","European edible sea urchin",NA,"benthic"
"382","fish","Actinopterygii","Gadiformes","Lotidae","Enchelyopus","Enchelyopus cimbrius","Enchelyopus cimbrius","Fourbeard rockling","Medium","demersal"
"383","fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy","Medium","pelagic-neritic"
"384","fish","Actinopterygii","Esociformes","Esocidae","Esox","Esox lucius","Esox lucius","Northern pike","Low","demersal"
"385","fish","Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla","Eutrigla gurnardus","Eutrigla gurnardus","Grey gurnard","Medium","demersal"
"386","fish","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus morhua","Gadus morhua","Atlantic cod","Medium","benthopelagic"
"387","fish","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","Gasterosteus aculeatus","Three-spined stickleback","High","benthopelagic"
"388","fish","Actinopterygii","Perciformes","Percidae","Gymnocephalus","Gymnocephalus cernua","Gymnocephalus cernua","Ruffe","Medium","demersal"
"389","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","Hippoglossoides platessoides","American plaice","Low","demersal"
"390","fish","Actinopterygii","Cypriniformes","Cyprinidae","Hypophthalmichthys","Hypophthalmichthys nobilis","Hypophthalmichthys nobilis","Bighead carp","Medium","benthopelagic"
"391","fish","Actinopterygii","Cypriniformes","Cyprinidae","Leuciscus","Leuciscus aspius","Leuciscus aspius","Asp","Medium","benthopelagic"
"392","fish","Actinopterygii","Cypriniformes","Cyprinidae","Leuciscus","Leuciscus idus","Leuciscus idus","Ide","Low","benthopelagic"
"393","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda limanda","Limanda limanda","Common dab","Medium","demersal"
"394","fish","Actinopterygii","Gadiformes","Lotidae","Lota","Lota lota","Lota lota","Burbot","Low","demersal"
"395","fish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock","Medium","demersal"
"396","fish","Actinopterygii","Gadiformes","Gadidae","Merlangius","Merlangius merlangus","Merlangius merlangus","Whiting","Medium","benthopelagic"
"397","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius merluccius","Merluccius merluccius","European hake","Medium","demersal"
"398","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","Microstomus kitt","Lemon sole","Medium","demersal"
"399","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus edulis","Mytilus edulis","Blue mussel",NA,"benthic"
"400","invert","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",NA,"benthic"
"401","fish","Actinopterygii","Osmeriformes","Osmeridae","Osmerus","Osmerus eperlanus","Osmerus eperlanus","European smelt","Medium","pelagic-neritic"
"402","invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea edulis","Ostrea edulis","European flat oyster",NA,"benthic"
"403","invert","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon serratus","Palaemon serratus","Common prawn",NA,"benthic"
"404","invert","Bivalvia","Ostreoida","Pectinidae","Pecten","Pecten maximus","Pecten maximus","Great Atlantic scallop",NA,"benthic"
"405","fish","Actinopterygii","Cypriniformes","Cyprinidae","Pelecus","Pelecus cultratus","Pelecus cultratus","Sichel","Medium","pelagic"
"406","fish","Actinopterygii","Perciformes","Percidae","Perca","Perca fluviatilis","Perca fluviatilis","European perch","Low","demersal"
"407","fish","Cephalaspidomorphi","Petromyzontiformes","Petromyzontidae","Petromyzon","Petromyzon marinus","Petromyzon marinus","Sea lamprey","Low","demersal"
"408","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","Platichthys flesus","European flounder","Low","demersal"
"409","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","Pleuronectes platessa","European plaice","Medium","demersal"
"410","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius","Pollachius pollachius","Pollachius pollachius","Pollack","Medium","benthopelagic"
"411","fish","Actinopterygii","Gadiformes","Gadidae","Pollachius","Pollachius virens","Pollachius virens","Saithe","Medium","demersal"
"412","fish","Actinopterygii","Cypriniformes","Cyprinidae","Rutilus","Rutilus rutilus","Rutilus rutilus","Roach","Medium","benthopelagic"
"413","fish","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","Salmo salar","Atlantic salmon","Medium","benthopelagic"
"414","fish","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","Salmo trutta","Sea trout","Medium","pelagic-neritic"
"415","fish","Actinopterygii","Perciformes","Percidae","Sander","Sander lucioperca","Sander lucioperca","Pike-perch","Low","pelagic"
"416","fish","Actinopterygii","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus","Sardina pilchardus","European pilchard","Medium","pelagic-neritic"
"417","fish","Actinopterygii","Cypriniformes","Cyprinidae","Scardinius","Scardinius erythrophthalmus","Scardinius erythrophthalmus","Rudd","Low","benthopelagic"
"418","fish","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Atlantic mackerel","Medium","pelagic-neritic"
"419","fish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus maximus","Scophthalmus maximus","Turbot","Medium","demersal"
"420","fish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus rhombus","Scophthalmus rhombus","Brill","Medium","demersal"
"421","invert","Cephalopoda","Sepiida","Sepiidae","Sepia","Sepia officinalis","Sepia officinalis","Common cuttlefish",NA,"benthic"
"422","fish","Actinopterygii","Siluriformes","Siluridae","Silurus","Silurus glanis","Silurus glanis","Wels catfish","Low","benthopelagic"
"423","fish","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole","Medium","demersal"
"424","fish","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","European sprat","Medium","pelagic-neritic"
"425","fish","Actinopterygii","Perciformes","Trachinidae","Trachinus","Trachinus draco","Trachinus draco","Greater weever","Medium","demersal"
"426","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout","Medium","benthopelagic"
"427","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","Trisopterus minutus","Trisopterus minutus","Poor cod","Medium","benthopelagic"
"428","fish","Actinopterygii","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus","Zoarces viviparus","Eelpout","Low","demersal"
"429","fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas denticulatus","Anarhichas denticulatus","Northern wolffish","Low","benthopelagic"
"430","fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Anarhichas minor","Anarhichas minor","Spotted wolffish","Low","demersal"
"431","fish","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina silus","Argentina silus","Greater argentine","Low","bathydemersal"
"432","fish","Actinopterygii","Osmeriformes","Argentinidae","Argentina","Argentina sphyraena","Argentina sphyraena","European argentine","Medium","bathydemersal"
"433","fish","Actinopterygii","Gadiformes","Gadidae","Boreogadus","Boreogadus saida","Boreogadus saida","Polar cod","Medium","demersal"
"434","fish","Actinopterygii","Gadiformes","Lotidae","Brosme","Brosme brosme","Brosme brosme","Tusk","Low","demersal"
"435","invert","Malacostraca","Decapoda","Portunidae","Carcinus","Carcinus maenas","Carcinus maenas","Green crab",NA,"benthic"
"436","fish","Elasmobranchii","Lamniformes","Cetorhinidae","Cetorhinus","Cetorhinus maximus","Cetorhinus maximus","Basking shark","Very low","pelagic-oceanic"
"437","invert","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Chionoecetes opilio","Chionoecetes opilio","Snow crab",NA,"benthic"
"438","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus autumnalis","Coregonus autumnalis","Arctic cisco","Low","pelagic-neritic"
"439","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus muksun","Coregonus muksun","Muksun","Low","benthopelagic"
"440","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus sardinella","Coregonus sardinella","Sardine cisco","Medium","pelagic-neritic"
"441","fish","Actinopterygii","Gadiformes","Gadidae","Eleginus","Eleginus nawaga","Eleginus nawaga","Navaga","Medium","demersal"
"442","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder","Medium","demersal"
"443","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut","Very low","demersal"
"444","invert","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus gammarus","Homarus gammarus","European lobster",NA,"benthic"
"445","fish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim","Medium","bathydemersal"
"446","fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius piscatorius","Lophius piscatorius","Angler","Medium","bathydemersal"
"447","fish","Actinopterygii","Gadiformes","Macrouridae","Macrourus","Macrourus berglax","Macrourus berglax","Roughhead grenadier","Low","benthopelagic"
"448","fish","Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","Micromesistius poutassou","Blue whiting","Medium","bathypelagic"
"449","fish","Actinopterygii","Gadiformes","Lotidae","Molva","Molva dypterygia","Molva dypterygia","Blue ling","Low","demersal"
"450","fish","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling","Medium","demersal"
"451","invert","Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus borealis","Pandalus borealis","Northern prawn",NA,"benthopelagic"
"452","fish","Actinopterygii","Gadiformes","Phycidae","Phycis","Phycis blennoides","Phycis blennoides","Greater forkbeard","Medium","benthopelagic"
"453","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja clavata","Raja clavata","Thornback ray","Low","demersal"
"454","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mentella","Sebastes mentella","Beaked redfish","Very low","bathypelagic"
"455","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes norvegicus","Sebastes norvegicus","Golden redfish","Low","pelagic-oceanic"
"456","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes viviparus","Sebastes viviparus","Norway redfish","Very low","demersal"
"457","fish","Elasmobranchii","Squaliformes","Somniosidae","Somniosus","Somniosus microcephalus","Somniosus microcephalus","Greenland shark","Very low","benthopelagic"
"458","invert","Echinoidea","Echinoida","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Green sea urchin",NA,"benthic"
"459","invert","Holothuroidea","Aspidochirotida","Holothuriidae","Bohadschia","Bohadschia marmorata","Bohadschia marmorata","Chalky cucumber",NA,"reef-associated"
"460","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis boenak","Cephalopholis boenak","Chocolate hind","Medium","reef-associated"
"461","fish","Actinopterygii","Clupeiformes","Dussumieriidae","Dussumieria","Dussumieria elopsoides","Dussumieria elopsoides","Slender rainbow sardine","High","pelagic-neritic"
"462","invert","Malacostraca","Decapoda","Penaeidae","Fenneropenaeus","Fenneropenaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",NA,"benthic"
"463","invert","Holothuroidea","Aspidochirotida","Holothuriidae","Holothuria","Holothuria edulis","Holothuria edulis","Pinkfish",NA,"reef-associated"
"464","fish","Actinopterygii","Clupeiformes","Pristigasteridae","Ilisha","Ilisha elongata","Ilisha elongata","Elongate ilisha","Medium","pelagic-neritic"
"465","invert","Gastropoda","Neotaenioglossa","Strombidae","Lambis","Lambis lambis","Lambis lambis","Common spider conch",NA,"benthic"
"466","fish","Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara","Makaira mazara","Indo-Pacific blue marlin","Low","pelagic-oceanic"
"467","invert","Malacostraca","Decapoda","Penaeidae","Marsupenaeus","Marsupenaeus japonicus","Marsupenaeus japonicus","Kuruma prawn",NA,"benthic"
"468","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus longipes","Panulirus longipes","Longlegged spiny lobster",NA,"benthic"
"469","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus penicillatus","Panulirus penicillatus","Pronghorn spiny lobster",NA,"benthic"
"470","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus versicolor","Panulirus versicolor","Painted spiny lobster",NA,"benthic"
"471","invert","Malacostraca","Decapoda","Penaeidae","Parapenaeopsis","Parapenaeopsis hardwickii","Parapenaeopsis hardwickii","Spear shrimp",NA,"benthic"
"472","invert","Malacostraca","Decapoda","Penaeidae","Parapenaeopsis","Parapenaeopsis sculptilis","Parapenaeopsis sculptilis","Rainbow shrimp",NA,"benthic"
"473","invert","Bivalvia","Mytiloida","Mytilidae","Perna","Perna viridis","Perna viridis","Brown mussel",NA,"benthic"
"474","fish","Actinopterygii","Perciformes","Scombridae","Rastrelliger","Rastrelliger brachysoma","Rastrelliger brachysoma","Short mackerel","High","pelagic-neritic"
"475","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon acutus","Rhizoprionodon acutus","Milk shark","Very low","benthopelagic"
"476","invert","Bivalvia","Ostreoida","Ostreidae","Saccostrea","Saccostrea cucullata","Saccostrea cuccullata","Hooded oyster",NA,"benthic"
"477","fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella lemuru","Sardinella lemuru","Bali sardinella","High","pelagic-neritic"
"478","fish","Actinopterygii","Perciformes","Scatophagidae","Scatophagus","Scatophagus argus","Scatophagus argus","Spotted scat","High","reef-associated"
"479","invert","Malacostraca","Decapoda","Solenoceridae","Solenocera","Solenocera crassicornis","Solenocera crassicornis","Coastal mud shrimp",NA,"benthic"
"480","invert","Bivalvia","Arcoida","Arcidae","Tegillarca","Tegillarca granosa","Tegillarca granosa","Granular ark",NA,"benthic"
"481","invert","Gastropoda","Archaeogastropoda","Trochidae","Trochus","Trochus niloticus","Trochus niloticus","Commercial top",NA,"benthic"
"482","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus laurettae","Coregonus laurettae","Bering cisco","Medium","pelagic-neritic"
"483","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus nasus","Coregonus nasus","Broad whitefish","Low","pelagic-neritic"
"484","fish","Actinopterygii","Salmoniformes","Salmonidae","Coregonus","Coregonus pidschian","Coregonus pidschian","Humpback whitefish","Low","demersal"
"485","fish","Actinopterygii","Gadiformes","Gadidae","Eleginus","Eleginus gracilis","Eleginus gracilis","Saffron cod","Medium","demersal"
"486","fish","Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","Gadus ogac","Greenland cod","Low","demersal"
"487","fish","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Fourhorn sculpin","Low","demersal"
"488","fish","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","Salvelinus alpinus alpinus","Arctic char","Low","benthopelagic"
"489","fish","Actinopterygii","Salmoniformes","Salmonidae","Stenodus","Stenodus leucichthys","Stenodus leucichthys","Sheefish","Low","demersal"
"490","fish","Actinopterygii","Gadiformes","Moridae","Antimora","Antimora rostrata","Antimora rostrata","Blue antimora","Medium","bathypelagic"
"491","invert","Malacostraca","Decapoda","Aristeidae","Aristeus","Aristeus varidens","Aristeus varidens","Striped red shrimp",NA,"demersal"
"492","fish","Actinopterygii","Perciformes","Sparidae","Boops","Boops boops","Boops boops","Bogue","Medium","demersal"
"493","fish","Actinopterygii","Perciformes","Haemulidae","Brachydeuterus","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt","Medium","benthopelagic"
"494","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Brotula","Brotula barbata","Brotula barbata","Bearded brotula","Medium","reef-associated"
"495","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx hippos","Caranx hippos","Crevalle jack","Medium","reef-associated"
"496","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx rhonchus","Caranx rhonchus","False scad","Medium","benthopelagic"
"497","fish","Elasmobranchii","Lamniformes","Odontaspididae","Carcharias","Carcharias taurus","Carcharias taurus","Sand tiger shark","Very low","reef-associated"
"498","fish","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon","Carcharodon carcharias","Carcharodon carcharias","Great white shark","Very low","pelagic-oceanic"
"499","fish","Elasmobranchii","Squaliformes","Centrophoridae","Centrophorus","Centrophorus squamosus","Centrophorus squamosus","Leafscale gulper shark","Low","bathydemersal"
"500","fish","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","Centroscyllium fabricii","Centroscyllium fabricii","Black dogfish","Low","bathydemersal"
"501","fish","Elasmobranchii","Squaliformes","Somniosidae","Centroscymnus","Centroscymnus coelolepis","Centroscymnus coelolepis","Portuguese dogfish","Very low","bathydemersal"
"502","fish","Actinopterygii","Perciformes","Carangidae","Chloroscombrus","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Atlantic bumper","Medium","pelagic-neritic"
"503","fish","Elasmobranchii","Squaliformes","Centrophoridae","Deania","Deania calcea","Deania calcea","Birdbeak dogfish","Very low","bathydemersal"
"504","fish","Actinopterygii","Perciformes","Sparidae","Dentex","Dentex angolensis","Dentex angolensis","Angola dentex","Medium","demersal"
"505","fish","Actinopterygii","Perciformes","Sparidae","Dentex","Dentex macrophthalmus","Dentex macrophthalmus","Largeeye dentex","Medium","benthopelagic"
"506","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus sargus","Diplodus sargus sargus","White seabream","Medium","demersal"
"507","fish","Actinopterygii","Perciformes","Epigonidae","Epigonus","Epigonus telescopus","Epigonus telescopus","Black cardinal fish","Very low","bathydemersal"
"508","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus aeneus","Epinephelus aeneus","White grouper","Medium","demersal"
"509","fish","Actinopterygii","Clupeiformes","Clupeidae","Ethmalosa","Ethmalosa fimbriata","Ethmalosa fimbriata","Bonga shad","High","pelagic-neritic"
"510","fish","Actinopterygii","Perciformes","Scombridae","Euthynnus","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny","Medium","reef-associated"
"511","fish","Actinopterygii","Perciformes","Polynemidae","Galeoides","Galeoides decadactylus","Galeoides decadactylus","Lesser African threadfin","Medium","demersal"
"512","fish","Actinopterygii","Clupeiformes","Pristigasteridae","Ilisha","Ilisha africana","Ilisha africana","West African ilisha","High","pelagic-neritic"
"513","fish","Actinopterygii","Perciformes","Carangidae","Lichia","Lichia amia","Lichia amia","Leerfish","Medium","pelagic-neritic"
"514","fish","Actinopterygii","Perciformes","Sparidae","Lithognathus","Lithognathus lithognathus","Lithognathus lithognathus","White steenbras","Low","benthopelagic"
"515","fish","Actinopterygii","Perciformes","Sparidae","Lithognathus","Lithognathus mormyrus","Lithognathus mormyrus","Sand steenbras","Medium","demersal"
"516","fish","Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira nigricans","Makaira nigricans","Blue marlin","Medium","pelagic-oceanic"
"517","invert","Malacostraca","Decapoda","Penaeidae","Melicertus","Melicertus kerathurus","Melicertus kerathurus","Caramote prawn",NA,"benthic"
"518","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius polli","Merluccius polli","Benguela hake","Medium","bathydemersal"
"519","fish","Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola","Mola mola","Ocean sunfish","Medium","pelagic-oceanic"
"520","fish","Elasmobranchii","Squaliformes","Oxynotidae","Oxynotus","Oxynotus centrina","Oxynotus centrina","Angular roughshark","Very low","bathydemersal"
"521","fish","Actinopterygii","Perciformes","Sparidae","Pagellus","Pagellus bellottii","Pagellus bellottii","Red pandora","Medium","demersal"
"522","invert","Malacostraca","Decapoda","Penaeidae","Parapenaeus","Parapenaeus longirostris","Parapenaeus longirostris","Deepwater rose shrimp",NA,"benthic"
"523","fish","Actinopterygii","Perciformes","Haemulidae","Plectorhinchus","Plectorhinchus mediterraneus","Plectorhinchus mediterraneus","Rubberlip grunt","Medium","demersal"
"524","invert","Malacostraca","Decapoda","Aristeidae","Plesiopenaeus","Plesiopenaeus edwardsianus","Plesiopenaeus edwardsianus","Scarlet shrimp",NA,NA
"525","fish","Actinopterygii","Perciformes","Polynemidae","Polydactylus","Polydactylus quadrifilis","Polydactylus quadrifilis","Giant African threadfin","Medium","demersal"
"526","fish","Actinopterygii","Perciformes","Haemulidae","Pomadasys","Pomadasys incisus","Pomadasys incisus","Bastard grunt","Medium","demersal"
"527","fish","Actinopterygii","Zeiformes","Oreosomatidae","Pseudocyttus","Pseudocyttus maculatus","Pseudocyttus maculatus","Smooth oreo dory","Very low","bathydemersal"
"528","fish","Actinopterygii","Perciformes","Mullidae","Pseudupeneus","Pseudupeneus prayensis","Pseudupeneus prayensis","West African goatfish","High","demersal"
"529","fish","Actinopterygii","Albuliformes","Albulidae","Nemoossis","Nemoossis belloci","Pterothrissus belloci","Longfin bonefish","Medium","bathydemersal"
"530","fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita","Sardinella aurita","Round sardinella","High","reef-associated"
"531","fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella maderensis","Sardinella maderensis","Madeiran sardinella","Medium","pelagic-neritic"
"532","fish","Actinopterygii","Perciformes","Centrolophidae","Schedophilus","Schedophilus pemarco","Schedophilus pemarco","Pemarco blackfish","Medium","benthopelagic"
"533","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus tritor","Scomberomorus tritor","West African Spanish mackerel","Medium","pelagic-neritic"
"534","fish","Actinopterygii","Perciformes","Carangidae","Selene","Selene dorsalis","Selene dorsalis","African moonfish","High","demersal"
"535","fish","Actinopterygii","Perciformes","Sparidae","Spondyliosoma","Spondyliosoma cantharus","Spondyliosoma cantharus","Black seabream","Medium","benthopelagic"
"536","fish","Actinopterygii","Perciformes","Stromateidae","Stromateus","Stromateus fiatola","Stromateus fiatola","Blue butterfish","Medium","benthopelagic"
