"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"909","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus lathami","Trachurus lathami","Rough scad","Medium","reef-associated"
"910","fish","Actinopterygii","Perciformes","Carangidae","Uraspis","Uraspis secunda","Uraspis secunda","Cottonmouth jack","Medium","pelagic-oceanic"
"911","invert","Malacostraca","Decapoda","Penaeidae","Xiphopenaeus","Xiphopenaeus kroyeri","Xiphopenaeus kroyeri","Atlantic seabob",NA,"benthic"
"912","fish","Actinopterygii","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus rostratus","Alepocephalus rostratus","Rissos smooth-head","Very low","bathydemersal"
"913","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","Alosa alosa","Alosa alosa","Allis shad","Medium","pelagic-neritic"
"914","fish","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","Amblyraja hyperborea","Amblyraja hyperborea","Arctic skate","Low","bathydemersal"
"915","fish","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","Aphanopus intermedius","Aphanopus intermedius","Intermediate scabbardfish","Low","benthopelagic"
"916","fish","Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus laterna","Arnoglossus laterna","Mediterranean scaldfish","Medium","demersal"
"917","invert","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","Asterias rubens","Red starfish",NA,"benthic"
"918","fish","Actinopterygii","Perciformes","Cepolidae","Cepola","Cepola macrophthalma","Cepola macrophthalma","Red bandfish","Medium","demersal"
"919","invert","Malacostraca","Decapoda","Geryonidae","Chaceon","Chaceon affinis","Chaceon affinis","Deepsea red crab",NA,"benthic"
"920","fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon labrosus","Chelon labrosus","Thicklip grey mullet","Medium","demersal"
"921","fish","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","Chimaera monstrosa","Chimaera monstrosa","Rabbit fish","Low","bathydemersal"
"922","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus cervinus","Diplodus cervinus cervinus","Zebra seabream","Low","reef-associated"
"923","fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus batis","Dipturus batis","Blue skate","Very low","demersal"
"924","fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus nidarosiensis","Dipturus nidarosiensis","Norwegian skate","Low","bathydemersal"
"925","fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus oxyrinchus","Dipturus oxyrinchus","Longnosed skate","Low","bathydemersal"
"926","invert","Cephalopoda","Octopoda","Octopodidae","Eledone","Eledone cirrhosa","Eledone cirrhosa","Horned octopus",NA,"benthic"
"927","invert","Bivalvia","Veneroida","Pharidae","Ensis","Ensis ensis","Ensis ensis","Pod razor",NA,"benthic"
"928","invert","Bivalvia","Veneroida","Pharidae","Ensis","Ensis siliqua","Ensis siliqua","Sword razor shell",NA,"benthic"
"929","fish","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","Etmopterus princeps","Etmopterus princeps","Great lanternshark","Low","bathydemersal"
"930","fish","Elasmobranchii","Squaliformes","Etmopteridae","Etmopterus","Etmopterus spinax","Etmopterus spinax","Velvet belly","Very low","bathydemersal"
"931","invert","Bivalvia","Arcoida","Glycymerididae","Glycymeris","Glycymeris glycymeris","Glycymeris glycymeris","Dog cockle",NA,"benthic"
"932","invert","Gastropoda","Patellogastropoda","Haliotidae","Haliotis","Haliotis tuberculata","Haliotis tuberculata","Tuberculate abalone",NA,"benthic"
"933","fish","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus mirabilis","Hydrolagus mirabilis","Largeeyed rabbitfish","Low","bathydemersal"
"934","fish","Actinopterygii","Perciformes","Labridae","Labrus","Labrus bergylta","Labrus bergylta","Ballan wrasse","Low","reef-associated"
"935","fish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus boscii","Lepidorhombus boscii","Fourspot megrim","Medium","demersal"
"936","fish","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja circularis","Leucoraja circularis","Sandy ray","Low","demersal"
"937","fish","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja fullonica","Leucoraja fullonica","Shagreen ray","Low","bathydemersal"
"938","fish","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Leucoraja naevus","Leucoraja naevus","Cuckoo ray","Low","demersal"
"939","invert","Malacostraca","Decapoda","Portunidae","Liocarcinus","Liocarcinus depurator","Liocarcinus depurator","Blueleg swimcrab",NA,"benthic"
"940","invert","Gastropoda","Neotaenioglossa","Littorinidae","Littorina","Littorina littorea","Littorina littorea","Common periwinkle",NA,"benthic"
"941","fish","Actinopterygii","Mugiliformes","Mugilidae","Chelon","Chelon ramada","Liza ramada","Thinlip grey mullet","Low","pelagic-neritic"
"942","invert","Cephalopoda","Teuthida","Loliginidae","Loligo","Loligo forbesii","Loligo forbesii","Veined squid",NA,"demersal"
"943","fish","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri","Maurolicus muelleri","Silvery lightfish","Medium","bathypelagic"
"944","invert","Bivalvia","Ostreoida","Pectinidae","Mimachlamys","Mimachlamys varia","Mimachlamys varia","Variegated scallop",NA,"benthic"
"945","fish","Actinopterygii","Gadiformes","Lotidae","Molva","Molva macrophthalma","Molva macrophthalma","Spanish ling","Low","demersal"
"946","invert","Malacostraca","Decapoda","Portunidae","Necora","Necora puber","Necora puber","Velvet swimcrab",NA,"benthic"
"947","fish","Actinopterygii","Gadiformes","Macrouridae","Nezumia","Nezumia aequalis","Nezumia aequalis","Common Atlantic grenadier","Medium","benthopelagic"
"948","fish","Elasmobranchii","Squaliformes","Oxynotidae","Oxynotus","Oxynotus paradoxus","Oxynotus paradoxus","Sailfin roughshark","Low","bathydemersal"
"949","invert","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon longirostris","Palaemon longirostris","Delta prawn",NA,"benthic"
"950","invert","Echinoidea","Echinoida","Echinidae","Paracentrotus","Paracentrotus lividus","Paracentrotus lividus","Stony sea urchin",NA,"benthic"
"951","fish","Actinopterygii","Gadiformes","Phycidae","Phycis","Phycis phycis","Phycis phycis","Forkbeard","Medium","benthopelagic"
"952","invert","Maxillopoda","Pedunculata","Pollicipedidae","Pollicipes","Pollicipes pollicipes","Pollicipes pollicipes","Atlantic barnacle",NA,"sessile"
"953","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja microocellata","Raja microocellata","Small-eyed ray","Low","demersal"
"954","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja montagui","Raja montagui","Spotted ray","Low","demersal"
"955","fish","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera","Rhinochimaera atlantica","Rhinochimaera atlantica","Straightnose rabbitfish","Low","bathydemersal"
"956","invert","Bivalvia","Veneroida","Veneridae","Ruditapes","Ruditapes decussatus","Ruditapes decussatus","Grooved carpet shell",NA,"benthic"
"957","invert","Bivalvia","Veneroida","Veneridae","Ruditapes","Ruditapes philippinarum","Ruditapes philippinarum","Japanese carpet shell",NA,"benthic"
"958","fish","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena scrofa","Scorpaena scrofa","Red scorpionfish","Low","demersal"
"959","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Spectrunculus","Spectrunculus grandis","Spectrunculus grandis","Pudgy cuskeel","Very low","bathydemersal"
"960","invert","Bivalvia","Veneroida","Mactridae","Spisula","Spisula ovalis","Spisula ovalis","Venus clam",NA,"benthic"
"961","invert","Bivalvia","Veneroida","Mactridae","Spisula","Spisula solida","Spisula solida","Surf clam",NA,"benthic"
"962","invert","Bivalvia","Veneroida","Veneridae","Tapes","Tapes rhomboides","Tapes rhomboides","Banded carpet shell",NA,"benthic"
"963","invert","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","Todarodes sagittatus","Todarodes sagittatus","European flying squid",NA,"benthopelagic"
"964","fish","Actinopterygii","Scorpaeniformes","Triglidae","Trigla","Trigla lyra","Trigla lyra","Piper gurnard","Medium","bathydemersal"
"965","invert","Bivalvia","Veneroida","Veneridae","Venerupis","Venerupis corrugata","Venerupis corrugata","Corrugated venus",NA,"benthic"
"966","invert","Bivalvia","Veneroida","Veneridae","Venus","Venus verrucosa","Venus verrucosa","Warty venus",NA,"benthic"
"967","invert","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Chionoecetes bairdi","Chionoecetes bairdi","Tanner crab",NA,"benthic"
"968","fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","Anchoa spinifer","Anchoa spinifer","Spicule anchovy","High","pelagic-neritic"
"969","fish","Actinopterygii","Siluriformes","Ariidae","Aspistor","Aspistor quadriscutis","Aspistor quadriscutis","Bressou sea catfish","Medium","benthopelagic"
"970","fish","Elasmobranchii","Rajiformes","Arhynchobatidae","Atlantoraja","Atlantoraja cyclophora","Atlantoraja cyclophora","Eyespot skate","Very low","demersal"
"971","fish","Actinopterygii","Siluriformes","Ariidae","Bagre","Bagre bagre","Bagre bagre","Coco sea catfish","Low","demersal"
"972","fish","Actinopterygii","Perciformes","Sciaenidae","Bairdiella","Bairdiella ronchus","Bairdiella ronchus","Ground croaker","High","demersal"
"973","fish","Actinopterygii","Perciformes","Gobiidae","Bathygobius","Bathygobius soporator","Bathygobius soporator","Frillfin goby","Medium","demersal"
"974","invert","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes danae","Callinectes danae","Dana's swimming crab",NA,"benthopelagic"
"975","fish","Actinopterygii","Perciformes","Sciaenidae","Ctenosciaena","Ctenosciaena gracilicirrhus","Ctenosciaena gracilicirrhus","Barbel drum","Medium","demersal"
"976","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion acoupa","Cynoscion acoupa","Acoupa weakfish","Medium","demersal"
"977","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion guatucupa","Cynoscion guatucupa","Stripped weakfish","Medium","benthopelagic"
"978","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion leiarchus","Cynoscion leiarchus","Smooth weakfish","Medium","demersal"
"979","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion virescens","Cynoscion virescens","Green weakfish","Low","demersal"
"980","fish","Elasmobranchii","Myliobatiformes","Dasyatidae","Hypanus","Hypanus guttatus","Dasyatis guttata","Longnose stingray","Very low","demersal"
"981","fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchovy","Medium","pelagic-neritic"
"982","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus paulensis","Farfantepenaeus paulensis","Sao Paulo shrimp",NA,"benthic"
"983","fish","Actinopterygii","Perciformes","Haemulidae","Genyatremus","Genyatremus luteus","Genyatremus luteus","Torroto grunt","Medium","demersal"
"984","invert","Cephalopoda","Teuthida","Ommastrephidae","Illex","Illex argentinus","Illex argentinus","Argentine shortfin squid",NA,"pelagic"
"985","fish","Actinopterygii","Perciformes","Sciaenidae","Isopisthus","Isopisthus parvipinnis","Isopisthus parvipinnis","Bigtooth corvina","High","demersal"
"986","fish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius gastrophysus","Lophius gastrophysus","Blackfin goosefish","Medium","bathydemersal"
"987","fish","Actinopterygii","Perciformes","Mullidae","Mullus","Mullus argentinae","Mullus argentinae","Argentine goatfish","Medium","demersal"
"988","fish","Actinopterygii","Perciformes","Sciaenidae","Nebris","Nebris microps","Nebris microps","Smalleye croaker","High","demersal"
"989","fish","Actinopterygii","Siluriformes","Ariidae","Notarius","Notarius grandicassis","Notarius grandicassis","Thomas sea catfish","Low","demersal"
"990","fish","Actinopterygii","Perciformes","Sciaenidae","Paralonchurus","Paralonchurus brasiliensis","Paralonchurus brasiliensis","Banded croaker","High","demersal"
"991","fish","Actinopterygii","Perciformes","Carangidae","Parona","Parona signata","Parona signata","Parona leatherjacket","Medium","demersal"
"992","fish","Actinopterygii","Clupeiformes","Pristigasteridae","Pellona","Pellona harroweri","Pellona harroweri","American coastal pellona","High","pelagic-neritic"
"993","fish","Actinopterygii","Perciformes","Percophidae","Percophis","Percophis brasiliensis","Percophis brasiliensis","Brazilian flathead","Medium","demersal"
"994","invert","Bivalvia","Mytiloida","Mytilidae","Perna","Perna perna","Perna perna","South American rock mussel",NA,"benthic"
"995","fish","Actinopterygii","Perciformes","Sciaenidae","Plagioscion","Plagioscion surinamensis","Plagioscion surinamensis","Pacora","High","benthopelagic"
"996","fish","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys porosissimus","Porichthys porosissimus","Toadfish","Medium","demersal"
"997","fish","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Pseudobatos percellens","Rhinobatos percellens","Chola guitarfish","Low","demersal"
"998","fish","Actinopterygii","Siluriformes","Ariidae","Sciades","Sciades parkeri","Sciades parkeri","Gillbacker sea catfish","High","demersal"
"999","fish","Actinopterygii","Siluriformes","Ariidae","Sciades","Sciades proops","Sciades proops","Crucifix sea catfish","High","demersal"
"1000","fish","Actinopterygii","Perciformes","Sciaenidae","Stellifer","Stellifer rastrifer","Stellifer rastrifer","Rake stardrum","Medium","demersal"
"1001","fish","Actinopterygii","Perciformes","Gempylidae","Thyrsitops","Thyrsitops lepidopoides","Thyrsitops lepidopoides","White snake mackerel","Medium","benthopelagic"
"1002","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus schlegelii","Acanthopagrus schlegelii","Blackhead seabream","Medium","demersal"
"1003","invert","Malacostraca","Decapoda","Sergestidae","Acetes","Acetes japonicus","Acetes japonicus","Akiami paste shrimp",NA,"pelagic"
"1004","fish","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes personatus","Ammodytes personatus","Pacific sandlance","High","demersal"
"1005","invert","Holothuroidea","Aspidochirotida","Stichopodidae","Apostichopus","Apostichopus japonicus","Apostichopus japonicus","Japanese sea cucumber",NA,"benthic"
"1006","fish","Actinopterygii","Perciformes","Trichodontidae","Arctoscopus","Arctoscopus japonicus","Arctoscopus japonicus","Japanese sandfish","Medium","bathydemersal"
"1007","fish","Actinopterygii","Perciformes","Sciaenidae","Atrobucca","Atrobucca nibe","Atrobucca nibe","Blackmouth croaker","Medium","demersal"
"1008","fish","Actinopterygii","Beloniformes","Exocoetidae","Cheilopogon","Cheilopogon unicolor","Cheilopogon unicolor","Limpidwing flyingfish","High","pelagic-neritic"
"1009","fish","Actinopterygii","Scorpaeniformes","Triglidae","Chelidonichthys","Chelidonichthys kumu","Chelidonichthys kumu","Bluefin gurnard","Medium","demersal"
"1010","invert","Malacostraca","Decapoda","Oregoniidae","Chionoecetes","Chionoecetes japonicus","Chionoecetes japonicus","Red snow crab",NA,"benthic"
"1011","fish","Actinopterygii","Clupeiformes","Clupeidae","Clupanodon","Clupanodon thrissa","Clupanodon thrissa","Chinese gizzard shad","High","pelagic-neritic"
"1012","fish","Actinopterygii","Anguilliformes","Congridae","Conger","Conger myriaster","Conger myriaster","Whitespotted conger","Medium","bathydemersal"
"1013","fish","Elasmobranchii","Myliobatiformes","Dasyatidae","Hemitrygon","Hemitrygon akajei","Dasyatis akajei","Whip stingray","Low","demersal"
"1014","fish","Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus maruadsi","Decapterus maruadsi","Japanese scad","High","reef-associated"
"1015","fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis japonicus","Engraulis japonicus","Japanese anchovy","High","pelagic-neritic"
"1016","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus maculatus","Epinephelus maculatus","Highfin grouper","Medium","reef-associated"
