"area_name","scientific_name","common_name","trawl_perc_rep","trawl_perc_tot","stockid"
"Newfoundland-Labrador Shelf","Salmonidae","Salmonids",NA,NA,"Newfoundland-Labrador Shelf-Salmonidae"
"Newfoundland-Labrador Shelf","Salvelinus","Chars",83.3333333333333,83.3333333333333,"Newfoundland-Labrador Shelf-Salvelinus"
"Newfoundland-Labrador Shelf","Salvelinus alpinus alpinus","Arctic char",NA,NA,"Newfoundland-Labrador Shelf-Salvelinus alpinus alpinus"
"Newfoundland-Labrador Shelf","Sarda sarda","Atlantic bonito",19.8697038967336,19.8697038967336,"Newfoundland-Labrador Shelf-Sarda sarda"
"Newfoundland-Labrador Shelf","Sciaenidae","Drums, croakers",0,0,"Newfoundland-Labrador Shelf-Sciaenidae"
"Newfoundland-Labrador Shelf","Scomber scombrus","Atlantic mackerel",0.0177702583472653,0.0177702583472653,"Newfoundland-Labrador Shelf-Scomber scombrus"
"Newfoundland-Labrador Shelf","Scomberesox saurus saurus","Atlantic saury",16.6666666666667,16.6666666666667,"Newfoundland-Labrador Shelf-Scomberesox saurus saurus"
"Newfoundland-Labrador Shelf","Scombridae","Mackerels, tunas, bonitos",0,0,"Newfoundland-Labrador Shelf-Scombridae"
"Newfoundland-Labrador Shelf","Scombroidea","Tunas, bonitos, billfishes",NA,NA,"Newfoundland-Labrador Shelf-Scombroidea"
"Newfoundland-Labrador Shelf","Scorpaeniformes","Scorpionfishes, flatheads",50.6534344440586,50.6534344440586,"Newfoundland-Labrador Shelf-Scorpaeniformes"
"Newfoundland-Labrador Shelf","Scyphozoa","True jellyfishes",NA,NA,"Newfoundland-Labrador Shelf-Scyphozoa"
"Newfoundland-Labrador Shelf","Sebastes","Redfishes",95.1247298744229,95.1247298744229,"Newfoundland-Labrador Shelf-Sebastes"
"Newfoundland-Labrador Shelf","Sebastes mentella","Beaked redfish",100,100,"Newfoundland-Labrador Shelf-Sebastes mentella"
"Newfoundland-Labrador Shelf","Sebastes norvegicus","Golden redfish",NA,NA,"Newfoundland-Labrador Shelf-Sebastes norvegicus"
"Newfoundland-Labrador Shelf","Sebastidae","Rockfishes, rockcods, thornyheads",58.4850786130356,58.4850786130356,"Newfoundland-Labrador Shelf-Sebastidae"
"Newfoundland-Labrador Shelf","Seriola dumerili","Greater amberjack",0,0,"Newfoundland-Labrador Shelf-Seriola dumerili"
"Newfoundland-Labrador Shelf","Somniosus microcephalus","Greenland shark",0,0,"Newfoundland-Labrador Shelf-Somniosus microcephalus"
"Newfoundland-Labrador Shelf","Sphoeroides maculatus","Northern puffer",100,100,"Newfoundland-Labrador Shelf-Sphoeroides maculatus"
"Newfoundland-Labrador Shelf","Sphyraena barracuda","Great barracuda",0,0,"Newfoundland-Labrador Shelf-Sphyraena barracuda"
"Newfoundland-Labrador Shelf","Sphyrna","Hammerhead sharks",0,0,"Newfoundland-Labrador Shelf-Sphyrna"
"Newfoundland-Labrador Shelf","Sphyrna lewini","Scalloped hammerhead",0,0,"Newfoundland-Labrador Shelf-Sphyrna lewini"
"Newfoundland-Labrador Shelf","Sphyrna mokarran","Great hammerhead",0,0,"Newfoundland-Labrador Shelf-Sphyrna mokarran"
"Newfoundland-Labrador Shelf","Sphyrna zygaena","Smooth hammerhead",0,0,"Newfoundland-Labrador Shelf-Sphyrna zygaena"
"Newfoundland-Labrador Shelf","Sphyrnidae","Hammer, bonnet, scoophead sharks",0,0,"Newfoundland-Labrador Shelf-Sphyrnidae"
"Newfoundland-Labrador Shelf","Spisula solidissima","Atlantic surf clam",0,0,"Newfoundland-Labrador Shelf-Spisula solidissima"
"Newfoundland-Labrador Shelf","Squalidae","Dogfish sharks",20,20,"Newfoundland-Labrador Shelf-Squalidae"
"Newfoundland-Labrador Shelf","Squaliformes","Bramble, sleeper, dogfish sharks",22.0729877059433,22.0729877059433,"Newfoundland-Labrador Shelf-Squaliformes"
"Newfoundland-Labrador Shelf","Squalus","Dogfishes",NA,NA,"Newfoundland-Labrador Shelf-Squalus"
"Newfoundland-Labrador Shelf","Squalus acanthias","Piked dogfish",99.8292711327271,99.8292711327271,"Newfoundland-Labrador Shelf-Squalus acanthias"
"Newfoundland-Labrador Shelf","Strongylocentrotus","Sickle-arched sea urchins",55.5555555555556,55.5555555555556,"Newfoundland-Labrador Shelf-Strongylocentrotus"
"Newfoundland-Labrador Shelf","Strongylocentrotus droebachiensis","Green sea urchin",NA,NA,"Newfoundland-Labrador Shelf-Strongylocentrotus droebachiensis"
"Newfoundland-Labrador Shelf","Tautogolabrus adspersus","Cunner",NA,NA,"Newfoundland-Labrador Shelf-Tautogolabrus adspersus"
"Newfoundland-Labrador Shelf","Teuthida","Squids",NA,NA,"Newfoundland-Labrador Shelf-Teuthida"
"Newfoundland-Labrador Shelf","Thunnus alalunga","Albacore",16.6666666666667,16.6666666666667,"Newfoundland-Labrador Shelf-Thunnus alalunga"
"Newfoundland-Labrador Shelf","Thunnus albacares","Yellowfin tuna",37.5,37.5,"Newfoundland-Labrador Shelf-Thunnus albacares"
"Newfoundland-Labrador Shelf","Thunnus atlanticus","Blackfin tuna",0,0,"Newfoundland-Labrador Shelf-Thunnus atlanticus"
"Newfoundland-Labrador Shelf","Thunnus obesus","Bigeye tuna",37.5,37.5,"Newfoundland-Labrador Shelf-Thunnus obesus"
"Newfoundland-Labrador Shelf","Thunnus thynnus","Atlantic bluefin tuna",0,0,"Newfoundland-Labrador Shelf-Thunnus thynnus"
"Newfoundland-Labrador Shelf","Urophycis chuss","Red hake",90.3190822961259,90.3190822961259,"Newfoundland-Labrador Shelf-Urophycis chuss"
"Newfoundland-Labrador Shelf","Urophycis tenuis","White hake",77.3275399785489,77.3275399785489,"Newfoundland-Labrador Shelf-Urophycis tenuis"
"Newfoundland-Labrador Shelf","Xiphias gladius","Swordfish",2.53311189081362,2.53311189081362,"Newfoundland-Labrador Shelf-Xiphias gladius"
"Newfoundland-Labrador Shelf","Zoarces americanus","Ocean pout",100,100,"Newfoundland-Labrador Shelf-Zoarces americanus"
"North Australian Shelf","Ablennes hians","Flat needlefish",0,0,"North Australian Shelf-Ablennes hians"
"North Australian Shelf","Abudefduf vaigiensis","Indo-Pacific sergeant",0,0,"North Australian Shelf-Abudefduf vaigiensis"
"North Australian Shelf","Acanthocybium solandri","Wahoo",0,0,"North Australian Shelf-Acanthocybium solandri"
"North Australian Shelf","Acetes","Acetes shrimps",99.9929562552331,99.9929562552331,"North Australian Shelf-Acetes"
"North Australian Shelf","Albulidae","Bonefishes",0,0,"North Australian Shelf-Albulidae"
"North Australian Shelf","Alopias","Thresher sharks",0,0,"North Australian Shelf-Alopias"
"North Australian Shelf","Alopias vulpinus","Thresher",0,0,"North Australian Shelf-Alopias vulpinus"
"North Australian Shelf","Anodontostoma chacunda","Chacunda gizzard shad",57.2327043992164,57.2327043992164,"North Australian Shelf-Anodontostoma chacunda"
"North Australian Shelf","Aphareus furca","Small toothed jobfish",0,0,"North Australian Shelf-Aphareus furca"
"North Australian Shelf","Aphareus rutilans","Rusty jobfish",0,0,"North Australian Shelf-Aphareus rutilans"
"North Australian Shelf","Apogonidae","Cardinalfishes",100,100,"North Australian Shelf-Apogonidae"
"North Australian Shelf","Aprion virescens","Green jobfish",34.6630951133488,34.6630951133488,"North Australian Shelf-Aprion virescens"
"North Australian Shelf","Arcidae","Ark clams",NA,NA,"North Australian Shelf-Arcidae"
"North Australian Shelf","Argyrops spinifer","King soldierbream",0,0,"North Australian Shelf-Argyrops spinifer"
"North Australian Shelf","Ariidae","Sea catfishes, coblers",2.54464950118899,2.54464950118899,"North Australian Shelf-Ariidae"
"North Australian Shelf","Aristeidae","Aristeid shrimps",100,100,"North Australian Shelf-Aristeidae"
"North Australian Shelf","Atule mate","Yellowtail scad",0,0,"North Australian Shelf-Atule mate"
"North Australian Shelf","Auxis","Bullet and frigate tunas",16.6666666666667,16.6666666666667,"North Australian Shelf-Auxis"
"North Australian Shelf","Auxis thazard","Frigate tuna",0,0,"North Australian Shelf-Auxis thazard"
"North Australian Shelf","Balistidae","Triggerfishes",72.6183103490705,72.6183103490705,"North Australian Shelf-Balistidae"
"North Australian Shelf","Batoidea","Batoids, skates, rays, sawfishes",100,100,"North Australian Shelf-Batoidea"
"North Australian Shelf","Berycidae","Alfonsinos, redfishes",83.3333333333333,83.3333333333333,"North Australian Shelf-Berycidae"
"North Australian Shelf","Beryx decadactylus","Alfonsino",100,100,"North Australian Shelf-Beryx decadactylus"
"North Australian Shelf","Beryx splendens","Splendid alfonsino",100,100,"North Australian Shelf-Beryx splendens"
"North Australian Shelf","Bivalvia","Clams",55.4025779904219,55.4025779904219,"North Australian Shelf-Bivalvia"
"North Australian Shelf","Bohadschia marmorata","Chalky cucumber",0,0,"North Australian Shelf-Bohadschia marmorata"
"North Australian Shelf","Bothidae","Lefteye flounders",98.978343730579,98.978343730579,"North Australian Shelf-Bothidae"
"North Australian Shelf","Brama brama","Atlantic pomfret",100,100,"North Australian Shelf-Brama brama"
"North Australian Shelf","Bramidae","Pomfrets",9.70250793989869,9.70250793989869,"North Australian Shelf-Bramidae"
"North Australian Shelf","Caesio","Caesios",69.5553506535815,69.5553506535815,"North Australian Shelf-Caesio"
"North Australian Shelf","Caesionidae","Fusiliers",100,100,"North Australian Shelf-Caesionidae"
"North Australian Shelf","Carangidae","Jacks, pompanos",6.04487694590269,6.04487694590269,"North Australian Shelf-Carangidae"
"North Australian Shelf","Carangoides fulvoguttatus","Yellowspotted trevally",0,0,"North Australian Shelf-Carangoides fulvoguttatus"
"North Australian Shelf","Carangoides orthogrammus","Island trevally",0,0,"North Australian Shelf-Carangoides orthogrammus"
"North Australian Shelf","Caranx","Jacks",55.5555555555556,55.5555555555556,"North Australian Shelf-Caranx"
"North Australian Shelf","Caranx ignobilis","Giant trevally",0,0,"North Australian Shelf-Caranx ignobilis"
"North Australian Shelf","Caranx lugubris","Black jack",79.9999996784957,79.9999996784957,"North Australian Shelf-Caranx lugubris"
"North Australian Shelf","Caranx sexfasciatus","Bigeye trevally",0,0,"North Australian Shelf-Caranx sexfasciatus"
"North Australian Shelf","Carcharhinidae","Requiem sharks",5.26817137499259,5.26817137499259,"North Australian Shelf-Carcharhinidae"
"North Australian Shelf","Carcharhiniformes","Ground sharks",0,0,"North Australian Shelf-Carcharhiniformes"
"North Australian Shelf","Carcharhinus","Sharp-nosed sharks",44.8955244060265,44.8955244060265,"North Australian Shelf-Carcharhinus"
"North Australian Shelf","Carcharhinus albimarginatus","Silvertip shark",0,0,"North Australian Shelf-Carcharhinus albimarginatus"
"North Australian Shelf","Carcharhinus amblyrhynchos","Blacktail reef shark",0,0,"North Australian Shelf-Carcharhinus amblyrhynchos"
"North Australian Shelf","Carcharhinus brachyurus","Copper shark",0,0,"North Australian Shelf-Carcharhinus brachyurus"
"North Australian Shelf","Carcharhinus falciformis","Silky shark",0,0,"North Australian Shelf-Carcharhinus falciformis"
"North Australian Shelf","Carcharhinus leucas","Bull shark",0,0,"North Australian Shelf-Carcharhinus leucas"
"North Australian Shelf","Carcharhinus longimanus","Oceanic whitetip shark",0,0,"North Australian Shelf-Carcharhinus longimanus"
"North Australian Shelf","Carcharhinus melanopterus","Blacktip reef shark",0,0,"North Australian Shelf-Carcharhinus melanopterus"
"North Australian Shelf","Carcharhinus obscurus","Dusky shark",0,0,"North Australian Shelf-Carcharhinus obscurus"
"North Australian Shelf","Carcharhinus plumbeus","Sandbar shark",0,0,"North Australian Shelf-Carcharhinus plumbeus"
"North Australian Shelf","Carcharhinus sorrah","Spottail shark",0,0,"North Australian Shelf-Carcharhinus sorrah"
"North Australian Shelf","Carcharias taurus","Sand tiger shark",0,0,"North Australian Shelf-Carcharias taurus"
"North Australian Shelf","Centriscidae","Snipefishes, shrimpfishes",100,100,"North Australian Shelf-Centriscidae"
"North Australian Shelf","Cephalopholis","Hinds",16.6666666666667,16.6666666666667,"North Australian Shelf-Cephalopholis"
"North Australian Shelf","Cephalopholis boenak","Chocolate hind",100,100,"North Australian Shelf-Cephalopholis boenak"
"North Australian Shelf","Cephalopholis miniata","Coral hind",0,0,"North Australian Shelf-Cephalopholis miniata"
"North Australian Shelf","Cephalopoda","Squids, cuttlefishes, octopuses",NA,NA,"North Australian Shelf-Cephalopoda"
"North Australian Shelf","Chanos chanos","Milkfish",16.6666666666667,16.6666666666667,"North Australian Shelf-Chanos chanos"
"North Australian Shelf","Charybdis","Whirlpool swimming crabs",0,0,"North Australian Shelf-Charybdis"
"North Australian Shelf","Cheilinus","Wrasses",0,0,"North Australian Shelf-Cheilinus"
"North Australian Shelf","Cheilinus trilobatus","Tripletail wrasse",0,0,"North Australian Shelf-Cheilinus trilobatus"
"North Australian Shelf","Chirocentrus","Wolf herrings",96.8976214837915,96.8976214837915,"North Australian Shelf-Chirocentrus"
"North Australian Shelf","Chirocentrus dorab","Dorab wolfherring",44.5463985963752,44.5463985963752,"North Australian Shelf-Chirocentrus dorab"
"North Australian Shelf","Chondrichthyes","Sharks, rays, chimaeras",0,0,"North Australian Shelf-Chondrichthyes"
"North Australian Shelf","Clupeidae","Herrings, sardines, menhadens",0,0,"North Australian Shelf-Clupeidae"
"North Australian Shelf","Clupeiformes","Herrings, shads, anchovies",57.2327044029456,57.2327044029456,"North Australian Shelf-Clupeiformes"
"North Australian Shelf","Congridae","Conger, garden eels",0,0,"North Australian Shelf-Congridae"
"North Australian Shelf","Cookeolus japonicus","Longfinned bullseye",100,100,"North Australian Shelf-Cookeolus japonicus"
"North Australian Shelf","Coryphaena hippurus","Common dolphinfish",0,0,"North Australian Shelf-Coryphaena hippurus"
"North Australian Shelf","Crassostrea","Cupped oysters",100,100,"North Australian Shelf-Crassostrea"
"North Australian Shelf","Cromileptes altivelis","Humpback grouper",100,100,"North Australian Shelf-Cromileptes altivelis"
"North Australian Shelf","Dalatias licha","Kitefin shark",0,0,"North Australian Shelf-Dalatias licha"
"North Australian Shelf","Dasyatidae","Whiptail stingrays",0,0,"North Australian Shelf-Dasyatidae"
"North Australian Shelf","Decapoda","Crabs, lobsters, shrimps",99.9160561653164,99.9160561653164,"North Australian Shelf-Decapoda"
"North Australian Shelf","Decapterus","Scads",0.0163836437181841,0.0163836437181841,"North Australian Shelf-Decapterus"
"North Australian Shelf","Dendrobranchiata","Shrimps and prawns",99.6821678908806,99.6821678908806,"North Australian Shelf-Dendrobranchiata"
"North Australian Shelf","Diodontidae","Porcupine-, burrfishes",NA,NA,"North Australian Shelf-Diodontidae"
"North Australian Shelf","Donax","Bean clams",100,100,"North Australian Shelf-Donax"
"North Australian Shelf","Drepane","Sicklefishes",72.6183105731033,72.6183105731033,"North Australian Shelf-Drepane"
"North Australian Shelf","Drepane punctata","Spotted sicklefish",0,0,"North Australian Shelf-Drepane punctata"
"North Australian Shelf","Echinodermata","Sea urchins, stars, cucumbers",55.5555555555556,55.5555555555556,"North Australian Shelf-Echinodermata"
"North Australian Shelf","Echinoidea","Sea urchins, sea hedgehogs",16.6666666666667,16.6666666666667,"North Australian Shelf-Echinoidea"
"North Australian Shelf","Elagatis bipinnulata","Rainbow runner",28.5714285714286,28.5714285714286,"North Australian Shelf-Elagatis bipinnulata"
"North Australian Shelf","Elasmobranchii","Sharks, rays, skates",7.43229682591254,7.43229682591254,"North Australian Shelf-Elasmobranchii"
"North Australian Shelf","Eleutheronema tetradactylum","Fourfinger threadfin",0,0,"North Australian Shelf-Eleutheronema tetradactylum"
"North Australian Shelf","Ellochelon vaigiensis","Squaretail mullet",0,0,"North Australian Shelf-Ellochelon vaigiensis"
"North Australian Shelf","Engraulidae","Anchovies, round herrings",0,0,"North Australian Shelf-Engraulidae"
"North Australian Shelf","Ephippidae","Spade-, batfishes, scats",NA,NA,"North Australian Shelf-Ephippidae"
"North Australian Shelf","Epinephelus","Seabasses, hinds",25.3833973286987,25.3833973286987,"North Australian Shelf-Epinephelus"
"North Australian Shelf","Epinephelus coioides","Orangespotted grouper",34.013218074548,34.013218074548,"North Australian Shelf-Epinephelus coioides"
"North Australian Shelf","Epinephelus fasciatus","Blacktip grouper",0,0,"North Australian Shelf-Epinephelus fasciatus"
"North Australian Shelf","Epinephelus fuscoguttatus","Brownmarbled grouper",0,0,"North Australian Shelf-Epinephelus fuscoguttatus"
"North Australian Shelf","Epinephelus maculatus","Highfin grouper",0,0,"North Australian Shelf-Epinephelus maculatus"
"North Australian Shelf","Epinephelus malabaricus","Malabar grouper",79.999999999436,79.999999999436,"North Australian Shelf-Epinephelus malabaricus"
"North Australian Shelf","Epinephelus merra","Honeycomb grouper",0,0,"North Australian Shelf-Epinephelus merra"
"North Australian Shelf","Epinephelus morrhua","Comet grouper",37.5,37.5,"North Australian Shelf-Epinephelus morrhua"
"North Australian Shelf","Epinephelus multinotatus","White-blotched grouper",67.0158207518382,67.0158207518382,"North Australian Shelf-Epinephelus multinotatus"
"North Australian Shelf","Epinephelus polyphekadion","Camouflage grouper",0,0,"North Australian Shelf-Epinephelus polyphekadion"
"North Australian Shelf","Epinephelus tauvina","Greasy grouper",16.6666666666667,16.6666666666667,"North Australian Shelf-Epinephelus tauvina"
"North Australian Shelf","Etelis carbunculus","Deepwater red snapper",0,0,"North Australian Shelf-Etelis carbunculus"
"North Australian Shelf","Etelis coruscans","Deepwater longtail red snapper",0,0,"North Australian Shelf-Etelis coruscans"
"North Australian Shelf","Etmopterus","Lanternsharks",0,0,"North Australian Shelf-Etmopterus"
"North Australian Shelf","Euthynnus affinis","Kawakawa",0,0,"North Australian Shelf-Euthynnus affinis"
"North Australian Shelf","Exocoetidae","Flyingfishes",100,100,"North Australian Shelf-Exocoetidae"
"North Australian Shelf","Fenneropenaeus indicus","Indian white prawn",100,100,"North Australian Shelf-Fenneropenaeus indicus"
"North Australian Shelf","Fenneropenaeus merguiensis","Banana prawn",100,100,"North Australian Shelf-Fenneropenaeus merguiensis"
"North Australian Shelf","Gadiformes","Cods",0,0,"North Australian Shelf-Gadiformes"
"North Australian Shelf","Galeocerdo cuvier","Tiger shark",0,0,"North Australian Shelf-Galeocerdo cuvier"
"North Australian Shelf","Galeorhinus galeus","Tope shark",0,0,"North Australian Shelf-Galeorhinus galeus"
"North Australian Shelf","Gempylidae","Snake mackerels",0,0,"North Australian Shelf-Gempylidae"
"North Australian Shelf","Gerreidae","Mojarras, silverbellies",0,0,"North Australian Shelf-Gerreidae"
"North Australian Shelf","Gerres","Silver biddies",72.6183103178622,72.6183103178622,"North Australian Shelf-Gerres"
"North Australian Shelf","Geryon","Deepsea crabs",0,0,"North Australian Shelf-Geryon"
"North Australian Shelf","Gnathanodon speciosus","Golden trevally",0,0,"North Australian Shelf-Gnathanodon speciosus"
"North Australian Shelf","Gobiidae","Gobies",NA,NA,"North Australian Shelf-Gobiidae"
"North Australian Shelf","Gymnocranius","Largeeye breams",0,0,"North Australian Shelf-Gymnocranius"
"North Australian Shelf","Gymnocranius grandoculis","Bluelined largeeye bream",0,0,"North Australian Shelf-Gymnocranius grandoculis"
"North Australian Shelf","Gymnosarda unicolor","Dogtooth tuna",0,0,"North Australian Shelf-Gymnosarda unicolor"
"North Australian Shelf","Haemulidae","Grunts, sweetlips, bonnetmouths",9.10643307505767,9.10643307505767,"North Australian Shelf-Haemulidae"
"North Australian Shelf","Halargyreus johnsonii","Slender codling",NA,NA,"North Australian Shelf-Halargyreus johnsonii"
"North Australian Shelf","Haliotidae","Abalones, ear shells",0,0,"North Australian Shelf-Haliotidae"
"North Australian Shelf","Haliotis","Abalones",0,0,"North Australian Shelf-Haliotis"
"North Australian Shelf","Hemiramphidae","Halfbeaks, garfishes",0,0,"North Australian Shelf-Hemiramphidae"
"North Australian Shelf","Hemiramphus","Halfbeaks",100,100,"North Australian Shelf-Hemiramphus"
"North Australian Shelf","Heptranchias perlo","Sharpnose sevengill shark",0,0,"North Australian Shelf-Heptranchias perlo"
"North Australian Shelf","Hilsa kelee","Kelee shad",57.2327043960886,57.2327043960886,"North Australian Shelf-Hilsa kelee"
"North Australian Shelf","Holothuria atra","Lollyfish",0,0,"North Australian Shelf-Holothuria atra"
"North Australian Shelf","Holothuria edulis","Pinkfish",0,0,"North Australian Shelf-Holothuria edulis"
"North Australian Shelf","Holothuriidae","Fleshy sea cucumbers",3.66631230003007,3.66631230003007,"North Australian Shelf-Holothuriidae"
"North Australian Shelf","Hyporhamphus","Sea garfishes",0,0,"North Australian Shelf-Hyporhamphus"
"North Australian Shelf","Istiompax indica","Black marlin",0,0,"North Australian Shelf-Istiompax indica"
"North Australian Shelf","Istiophoridae","Billfishes",0,0,"North Australian Shelf-Istiophoridae"
"North Australian Shelf","Istiophorus platypterus","Indo-Pacific sailfish",0,0,"North Australian Shelf-Istiophorus platypterus"
"North Australian Shelf","Isurus","Mako sharks",0,0,"North Australian Shelf-Isurus"
"North Australian Shelf","Isurus oxyrinchus","Shortfin mako",0,0,"North Australian Shelf-Isurus oxyrinchus"
"North Australian Shelf","Kajikia audax","Striped marlin",0,0,"North Australian Shelf-Kajikia audax"
"North Australian Shelf","Katsuwonus pelamis","Skipjack tuna",0,0,"North Australian Shelf-Katsuwonus pelamis"
"North Australian Shelf","Kyphosidae","Sea chubs, knifefishes, niblers",94.6835018207361,94.6835018207361,"North Australian Shelf-Kyphosidae"
"North Australian Shelf","Kyphosus","Sea chubs",100,100,"North Australian Shelf-Kyphosus"
"North Australian Shelf","Labridae","Wrasses, gropers, tuskfishes",0.375104778145914,0.375104778145914,"North Australian Shelf-Labridae"
"North Australian Shelf","Lactarius lactarius","False trevally",89.8057834807604,89.8057834807604,"North Australian Shelf-Lactarius lactarius"
"North Australian Shelf","Lamniformes","Mackerel sharks",0,0,"North Australian Shelf-Lamniformes"
"North Australian Shelf","Lampris","Opahs",0,0,"North Australian Shelf-Lampris"
"North Australian Shelf","Lampris guttatus","Opah",0,0,"North Australian Shelf-Lampris guttatus"
"North Australian Shelf","Lates calcarifer","Barramundi",7.69102336552857,7.69102336552857,"North Australian Shelf-Lates calcarifer"
"North Australian Shelf","Latidae","Lates perches",0,0,"North Australian Shelf-Latidae"
"North Australian Shelf","Leiognathidae","Slipmouths, ponyfishes",0,0,"North Australian Shelf-Leiognathidae"
"North Australian Shelf","Leiognathus","Ponyfishes",0,0,"North Australian Shelf-Leiognathus"
"North Australian Shelf","Lepidocybium flavobrunneum","Escolar",0,0,"North Australian Shelf-Lepidocybium flavobrunneum"
"North Australian Shelf","Lethrinidae","Emperors, scavengers",80.545611339696,80.545611339696,"North Australian Shelf-Lethrinidae"
"North Australian Shelf","Lethrinus","Emperors",26.9154012461615,26.9154012461615,"North Australian Shelf-Lethrinus"
"North Australian Shelf","Lethrinus atkinsoni","Pacific yellowtail emperor",0,0,"North Australian Shelf-Lethrinus atkinsoni"
"North Australian Shelf","Lethrinus lentjan","Pink ear emperor",78.6734710538173,78.6734710538173,"North Australian Shelf-Lethrinus lentjan"
"North Australian Shelf","Lethrinus miniatus","Trumpet emperor",17.9915022851678,17.9915022851678,"North Australian Shelf-Lethrinus miniatus"
"North Australian Shelf","Lethrinus nebulosus","Spangled emperor",23.4595977868526,23.4595977868526,"North Australian Shelf-Lethrinus nebulosus"
"North Australian Shelf","Lethrinus olivaceus","Longface emperor",16.6666666666667,16.6666666666667,"North Australian Shelf-Lethrinus olivaceus"
"North Australian Shelf","Lethrinus rubrioperculatus","Spotcheek emperor",92.7072133403018,92.7072133403018,"North Australian Shelf-Lethrinus rubrioperculatus"
"North Australian Shelf","Lobotes surinamensis","Tripletail",0,0,"North Australian Shelf-Lobotes surinamensis"
"North Australian Shelf","Loliginidae","Common pencil squids",14.83395987634,14.83395987634,"North Australian Shelf-Loliginidae"
"North Australian Shelf","Lutjanidae","Snappers",50.2158132498434,50.2158132498434,"North Australian Shelf-Lutjanidae"
"North Australian Shelf","Lutjanus","Snappers",70.8523317800664,70.8523317800664,"North Australian Shelf-Lutjanus"
"North Australian Shelf","Lutjanus argentimaculatus","Mangrove red snapper",23.6966232750252,23.6966232750252,"North Australian Shelf-Lutjanus argentimaculatus"
"North Australian Shelf","Lutjanus bohar","Two-spot red snapper",79.0211916622762,79.0211916622762,"North Australian Shelf-Lutjanus bohar"
"North Australian Shelf","Lutjanus erythropterus","Crimson snapper",75.0600065480339,75.0600065480339,"North Australian Shelf-Lutjanus erythropterus"
"North Australian Shelf","Lutjanus johnii","Johns snapper",44.4444444444444,44.4444444444444,"North Australian Shelf-Lutjanus johnii"
"North Australian Shelf","Lutjanus malabaricus","Malabar blood snapper",69.5340920210412,69.5340920210412,"North Australian Shelf-Lutjanus malabaricus"
"North Australian Shelf","Lutjanus russellii","Russell's snapper",0,0,"North Australian Shelf-Lutjanus russellii"
"North Australian Shelf","Makaira","Blue marlins",0,0,"North Australian Shelf-Makaira"
"North Australian Shelf","Malacostraca","Lobsters, crabs, shrimps, krill",0,0,"North Australian Shelf-Malacostraca"
"North Australian Shelf","Manta birostris","Giant manta",0,0,"North Australian Shelf-Manta birostris"
"North Australian Shelf","Marine fishes not identified","Marine fishes nei",87.3704137075831,87.3704137075831,"North Australian Shelf-Marine fishes not identified"
"North Australian Shelf","Marine pelagic fishes not identified","Pelagic fishes",0,0,"North Australian Shelf-Marine pelagic fishes not identified"
"North Australian Shelf","Megalaspis cordyla","Torpedo scad",44.4444444444444,44.4444444444444,"North Australian Shelf-Megalaspis cordyla"
"North Australian Shelf","Megalops cyprinoides","Indo-Pacific tarpon",6.15124804080034,6.15124804080034,"North Australian Shelf-Megalops cyprinoides"
"North Australian Shelf","Melicertus latisulcatus","Western king prawn",66.4192639937756,66.4192639937756,"North Australian Shelf-Melicertus latisulcatus"
"North Australian Shelf","Metapenaeus","Indo-Pacific prawns",50,50,"North Australian Shelf-Metapenaeus"
"North Australian Shelf","Metapenaeus endeavouri","Endeavour shrimp",100,100,"North Australian Shelf-Metapenaeus endeavouri"
"North Australian Shelf","Miscellaneous aquatic invertebrates","Aquatic invertebrates",52.0988481391124,52.0988481391124,"North Australian Shelf-Miscellaneous aquatic invertebrates"
"North Australian Shelf","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",99.7455222843776,99.7455222843776,"North Australian Shelf-Miscellaneous marine crustaceans"
"North Australian Shelf","Modiolus","Horse mussels",100,100,"North Australian Shelf-Modiolus"
"North Australian Shelf","Mollusca","Clams, seasnails, squids, octopuses",55.5112545486685,55.5112545486685,"North Australian Shelf-Mollusca"
"North Australian Shelf","Monacanthidae","Filefishes",99.4631718562428,99.4631718562428,"North Australian Shelf-Monacanthidae"
"North Australian Shelf","Monodactylus argenteus","Silver moony",0,0,"North Australian Shelf-Monodactylus argenteus"
"North Australian Shelf","Moolgarda seheli","Bluespot mullet",0,0,"North Australian Shelf-Moolgarda seheli"
"North Australian Shelf","Moridae","Codlings, moras",100,100,"North Australian Shelf-Moridae"
"North Australian Shelf","Mugil","Grey mullets",98.5436893084728,98.5436893084728,"North Australian Shelf-Mugil"
"North Australian Shelf","Mugil cephalus","Flathead grey mullet",0,0,"North Australian Shelf-Mugil cephalus"
"North Australian Shelf","Mugilidae","Mullets, grey mullets",4.84337918550849,4.84337918550849,"North Australian Shelf-Mugilidae"
"North Australian Shelf","Mullidae","Goatfishes",0,0,"North Australian Shelf-Mullidae"
"North Australian Shelf","Muraenesocidae","Pike congers",0,0,"North Australian Shelf-Muraenesocidae"
"North Australian Shelf","Myliobatidae","Eagle/manta rays",0,0,"North Australian Shelf-Myliobatidae"
"North Australian Shelf","Mytilidae","Sea mussels",NA,NA,"North Australian Shelf-Mytilidae"
"North Australian Shelf","Nebrius ferrugineus","Tawny nurse shark",0,0,"North Australian Shelf-Nebrius ferrugineus"
"North Australian Shelf","Nemipteridae","Threadfins, whiptail breams",0,0,"North Australian Shelf-Nemipteridae"
