"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"SAUP","South Brazil Shelf-Prionace glauca","South Brazil Shelf","Blue shark","Prionace glauca",2014,9183.83505272632,0.0606763186522908,1.64218957921086,1.32408462596755,256.273832379519,5592.43291334215,0.0458251062374148,0.0549901274848978,13915.7626669275
"SAUP","South Brazil Shelf-Pristidae","South Brazil Shelf","Sawfishes",NA,2014,291.271167435433,0.0481611871937501,0.858352531482562,1.84613786375738,8.85247804743673,339.33745955446,0.0260875355731718,0.0313050426878062,844.380187358555
"SAUP","South Brazil Shelf-Pseudopercis semifasciata","South Brazil Shelf","Argentinian sandperch","Pseudopercis semifasciata",2014,2.08294573280511,0,0.611212766200823,0,0.429435714089495,3.40788976930617,0.126012207893956,0.151214649472747,8.47992027075992
"SAUP","South Brazil Shelf-Rachycentron canadum","South Brazil Shelf","Cobia","Rachycentron canadum",2014,515.38287406045,0.292483837642652,1.07812105300742,0.794393870896677,176.006393464152,478.038039070647,0.368184912243229,0.441821894691875,1189.51161338027
"SAUP","South Brazil Shelf-Rajidae","South Brazil Shelf","Stingrays",NA,2014,16937.8918901898,0.0854217848825804,1.33412528328763,1.55697927708725,696.543993238405,12695.8780426157,0.0548637905074659,0.0658365486089591,31591.4072510015
"SAUP","South Brazil Shelf-Rajiformes","South Brazil Shelf","Skates and rays",NA,2014,9004.49231279811,0.135504149061153,0.972212258716766,1.29796785785173,966.911652623829,9261.8584389002,0.104397153012268,0.125276583614722,23046.4675906841
"SAUP","South Brazil Shelf-Rhinobatos","South Brazil Shelf","Guitarfishes",NA,2014,3275.95015197311,0.00977691326457122,0.624185194203318,0.465673941446343,110.190371742854,5248.36247702796,0.0209951908285977,0.0251942289943173,13059.6053188382
"SAUP","South Brazil Shelf-Pseudobatos percellens","South Brazil Shelf","Chola guitarfish","Pseudobatos percellens",2014,17.362425082712,0.0945222266464436,1.78644261200627,0.735893193808306,1.24836180616664,9.71899403094348,0.128445578029175,0.15413469363501,24.1839672270773
"SAUP","South Brazil Shelf-Rhizoprionodon porosus","South Brazil Shelf","Caribbean sharpnose shark","Rhizoprionodon porosus",2014,232.262553591485,0.12330451137798,1.42576473919013,0.688772918120897,29.1631364891392,162.90384185221,0.179020556897588,0.214824668277106,405.356887757691
"SAUP","South Brazil Shelf-Rhomboplites aurorubens","South Brazil Shelf","Vermilion snapper","Rhomboplites aurorubens",2014,1293.07518124185,0.11914692851806,1.8550723402649,0.36616172648131,226.815552388816,697.048386294844,0.325394272260571,0.390473126712685,1734.47944058518
"SAUP","South Brazil Shelf-Sarda sarda","South Brazil Shelf","Atlantic bonito","Sarda sarda",2014,3466.24864601916,0.028671421234722,0.69265445287072,1.55686670653413,92.1596618073439,5004.29706566272,0.0184161053187076,0.0220993263824491,12452.2924744298
"SAUP","South Brazil Shelf-Sardinella aurita","South Brazil Shelf","Round sardinella","Sardinella aurita",2014,10.7012034857078,0.394308756163317,0.940226894077295,0.71742656164736,6.25545526105314,11.3815117958411,0.549615496891978,0.659538596270374,28.3208434318274
"SAUP","South Brazil Shelf-Sardinella brasiliensis","South Brazil Shelf","Brazilian sardinella","Sardinella brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Sciaenidae","South Brazil Shelf","Drums, croakers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Scomberomorus","South Brazil Shelf","Spanish mackerels",NA,2014,1788.01048371743,0,0.797905906251951,0,69.5855250217322,2240.87886768047,0.0310527829171597,0.0372633395005916,5576.02370402666
"SAUP","South Brazil Shelf-Scomberomorus brasiliensis","South Brazil Shelf","Serra Spanish mackerel","Scomberomorus brasiliensis",2014,14734.7815266929,0.150397187280759,1.03719349518486,0.736744465599077,2900.05843322193,14206.3960052764,0.204137518913651,0.244965022696381,35350.0593078494
"SAUP","South Brazil Shelf-Scomberomorus cavalla","South Brazil Shelf","King mackerel","Scomberomorus cavalla",2014,757.589338526731,0.0712432165218433,0.726473519611676,1.29889103129885,57.1985298616027,1042.83131879561,0.0548492635680166,0.0658191162816199,2594.89802718549
"SAUP","South Brazil Shelf-Scombridae","South Brazil Shelf","Mackerels, tunas, bonitos",NA,2014,1764.36027501753,0.181034175817819,0.921041125861541,0.633375671555711,547.529394879182,1915.61508544708,0.285824328195555,0.342989193834666,4766.66332941968
"SAUP","South Brazil Shelf-Scorpaeniformes","South Brazil Shelf","Scorpionfishes, flatheads",NA,2014,4.47334585978545,0.326812400767536,1.42929652364319,0.597217593712993,1.71267939889165,3.12975354364059,0.547225005103573,0.656670006124288,7.78782833771175
"SAUP","South Brazil Shelf-Selar crumenophthalmus","South Brazil Shelf","Bigeye scad","Selar crumenophthalmus",2014,2.07159876428252,0.511533767383288,1.21839891205432,0.807779974289816,1.07670657732918,1.70026314352959,0.633258787868589,0.759910545442307,4.23079878530754
"SAUP","South Brazil Shelf-Selene setapinnis","South Brazil Shelf","Atlantic moonfish","Selene setapinnis",2014,8646.76102256891,0.0459938987588379,1.07596476097948,1.08230570572297,341.511777249767,8036.28644370989,0.0424962175803318,0.0509954610963982,19996.8522836122
"SAUP","South Brazil Shelf-Selene vomer","South Brazil Shelf","Lookdown","Selene vomer",2014,771.473551087899,0.0284740860317545,0.690388127154332,1.46377558928809,21.7371709039562,1117.44904169744,0.0194524941118897,0.0233429929342676,2780.57079943657
"SAUP","South Brazil Shelf-Seriola","South Brazil Shelf","Amberjacks",NA,2014,2437.80035349814,0.0819161786058261,1.37576063761783,0.680079212943826,213.434902400343,1771.96547629046,0.120450937253676,0.144541124704411,4409.21713396309
"SAUP","South Brazil Shelf-Seriola dumerili","South Brazil Shelf","Greater amberjack","Seriola dumerili",2014,82.5485162561818,0.216760156246419,1.54457450922462,0.572245351893123,20.2440587957009,53.4441788098791,0.378788845604992,0.454546614725991,132.986219016198
"SAUP","South Brazil Shelf-Seriola lalandi","South Brazil Shelf","Yellowtail amberjack","Seriola lalandi",2014,15.6541601951774,0.217033395400327,0.916814026723625,0.656730199385085,5.64271482218789,17.0745208285261,0.33047573509417,0.396570882113004,42.4868716680381
"SAUP","South Brazil Shelf-Serranidae","South Brazil Shelf","Basses, groupers, hinds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Sparidae","South Brazil Shelf","Porgies, seabreams",NA,2014,505.350017491638,0.0664399496591599,1.45636282149369,0.725702429959812,31.7682593019095,346.994588184651,0.0915526073997564,0.109863128879708,863.43357367163
"SAUP","South Brazil Shelf-Sphyraena","South Brazil Shelf","Barracudas, sennets",NA,2014,1.75835676947664,0.104052799338587,1.46626036737709,0.639490872477138,0.19512608021053,1.19921182390142,0.162711938225995,0.195254325871194,2.98402276565038
"SAUP","South Brazil Shelf-Sphyraena barracuda","South Brazil Shelf","Great barracuda","Sphyraena barracuda",2014,100.110743063102,0.0777343028749153,1.90590085416155,0.328594520467302,12.42604068801,52.5267318310442,0.236566035137675,0.28387924216521,130.703317349824
"SAUP","South Brazil Shelf-Sphyraena guachancho","South Brazil Shelf","Guachanche barracuda","Sphyraena guachancho",2014,19.8049274794743,0.173251999269178,1.65525944280399,0.475303755231003,4.36128222845707,11.9648479068182,0.364507953834649,0.437409544601579,29.7723703434937
"SAUP","South Brazil Shelf-Sphyrna","South Brazil Shelf","Hammerhead sharks",NA,2014,361.804232353097,0.03722207253136,0.664019500979638,0.95794787920022,21.1714927297121,544.869889844082,0.0388560519205244,0.0466272623046293,1355.81064429682
"SAUP","South Brazil Shelf-Sphyrna lewini","South Brazil Shelf","Scalloped hammerhead","Sphyrna lewini",2014,93.1592190911213,0.0106261940756687,0.664421802128805,0.210628048012045,7.07364898678391,140.210960556441,0.0504500429831694,0.0605400515798033,348.889737371803
"SAUP","South Brazil Shelf-Sphyrna mokarran","South Brazil Shelf","Great hammerhead","Sphyrna mokarran",2014,0.108759042542844,0.00275273846661589,0.642762662287749,0.0670444487137692,0.00694731294607224,0.169205600953459,0.0410584100462676,0.0492700920555211,0.421037680964511
"SAUP","South Brazil Shelf-Sphyrna tiburo","South Brazil Shelf","Bonnethead","Sphyrna tiburo",2014,0.219154697901002,0.0397749392711519,0.815797679467407,0.38827984539048,0.0275190220622448,0.268638540433306,0.102438845959546,0.122926615151456,0.668458652931003
"SAUP","South Brazil Shelf-Sphyrna zygaena","South Brazil Shelf","Smooth hammerhead","Sphyrna zygaena",2014,0.00920453105593541,0,0.692684689736999,0,0.000997234939034169,0.0132881976349589,0.0750466667059964,0.0900560000471957,0.0330652879390209
"SAUP","South Brazil Shelf-Squalidae","South Brazil Shelf","Dogfish sharks",NA,2014,6.61648250647729,0.0812560515460716,0.564691747850053,1.23946571186873,0.768133887636958,11.7169810461516,0.0655573210037109,0.0786687852044532,29.1555982767599
"SAUP","South Brazil Shelf-Squaliformes","South Brazil Shelf","Bramble, sleeper, dogfish sharks",NA,2014,462.878686856541,0,0.437655619241104,0,46.7248592096475,1057.63222613061,0.0441787400716714,0.0530144880860057,2631.72742092533
"SAUP","South Brazil Shelf-Squalus","South Brazil Shelf","Dogfishes",NA,2014,138547.540266779,0.0829908796257692,1.23557749028781,0.78368675908865,11874.5371544418,112131.809907371,0.105898024514641,0.127077629417569,279019.82522871
"SAUP","South Brazil Shelf-Squatina argentina","South Brazil Shelf","Argentine angelshark","Squatina argentina",2014,168.626868549402,0.0574283349872143,1.34108784264465,1.4358576101033,5.02903201433037,125.738868989272,0.0399958426121951,0.0479950111346342,312.878542483386
"SAUP","South Brazil Shelf-Squatinidae","South Brazil Shelf","Angel sharks",NA,2014,12997.6997740465,0.0107416801557907,0.712284440483774,0.37190335160525,527.054066123048,18247.9063633885,0.0288829883071133,0.034659585968536,45406.6303621468
"SAUP","South Brazil Shelf-Stellifer rastrifer","South Brazil Shelf","Rake stardrum","Stellifer rastrifer",2014,14982.4638082263,0.0672998920835482,1.11984160902487,0.697244550959165,1291.38541171286,13379.0919068213,0.0965226504688592,0.115827180562631,33291.4619735816
"SAUP","South Brazil Shelf-Tetraodontidae","South Brazil Shelf","Puffers, tobies",NA,2014,5882.2302211428,0.178369353672808,1.80048811977371,0.376022025417083,1549.73953465004,3267.01973567151,0.474358791815349,0.569230550178419,8129.39054866613
"SAUP","South Brazil Shelf-Tetrapturus pfluegeri","South Brazil Shelf","Longbill spearfish","Tetrapturus pfluegeri",2014,1.77424108651873,0.00513554446982072,0.637826301840188,0.101990352337233,0.140067575103252,2.78169947115678,0.0503532378517526,0.0604238854221031,6.92175842806883
"SAUP","South Brazil Shelf-Thunnus","South Brazil Shelf","Tunas",NA,2014,890.253814836407,0.168851161044587,1.58548411543315,0.52844974514833,179.412338329226,561.502828171313,0.319521700208583,0.3834260402503,1397.19871739524
"SAUP","South Brazil Shelf-Thunnus alalunga","South Brazil Shelf","Albacore","Thunnus alalunga",2014,2556.12452543363,0.0573356693913562,1.01009678786335,0.509545938386135,284.747919987741,2530.57385801669,0.112523062342432,0.135027674810919,6296.87754238008
"SAUP","South Brazil Shelf-Thunnus albacares","South Brazil Shelf","Yellowfin tuna","Thunnus albacares",2014,28396.9234292312,0.0272309603126093,0.702709905361755,0.683184540725962,1610.72033564643,40410.5922124614,0.0398588649029927,0.0478306378835913,100554.484814112
"SAUP","South Brazil Shelf-Thunnus atlanticus","South Brazil Shelf","Blackfin tuna","Thunnus atlanticus",2014,720.589222129806,0.192847283205781,0.854751347369114,2.25351415273582,72.1441636488738,843.039586129635,0.0855762467573854,0.102691496108863,2097.75226295809
"SAUP","South Brazil Shelf-Thunnus maccoyii","South Brazil Shelf","Southern bluefin tuna","Thunnus maccoyii",2014,78.3020409483885,0.0770175448629109,0.713715739781409,4.00838997495022,2.10798497273414,109.710402312789,0.0192140847932011,0.0230569017518413,272.99458828296
"SAUP","South Brazil Shelf-Thunnus obesus","South Brazil Shelf","Bigeye tuna","Thunnus obesus",2014,3309.34966427616,0.211928217412772,1.0581977441992,2.60962203652173,253.972678749404,3127.34522674732,0.081210311089817,0.0974523733077804,7781.83567461988
"SAUP","South Brazil Shelf-Thunnus thynnus","South Brazil Shelf","Atlantic bluefin tuna","Thunnus thynnus",2014,100.122792563797,0,0.48997207923066,0,2.77869136519584,204.343873473376,0.0135981143841725,0.016317737261007,508.472947241271
"SAUP","South Brazil Shelf-Trachinotus goodei","South Brazil Shelf","Great pompano","Trachinotus goodei",2014,0.479595106504885,0.290739005900553,1.15725143211671,0.793826913915287,0.15178347735765,0.414426021169543,0.366249872363963,0.439499846836756,1.0312245569966
"SAUP","South Brazil Shelf-Trachurus lathami","South Brazil Shelf","Rough scad","Trachurus lathami",2014,6695.21840900212,0.100151826270062,1.06877294430336,0.869761785024211,721.336401214335,6264.39735838012,0.115148570556332,0.138178284667599,15587.8252348044
"SAUP","South Brazil Shelf-Trichiurus lepturus","South Brazil Shelf","Largehead hairtail","Trichiurus lepturus",2014,54292.0657278881,0.119110562567081,1.41136252366766,0.608937229308027,7524.46339720552,38467.8385726164,0.195604007825952,0.234724809391143,95720.2920770127
"SAUP","South Brazil Shelf-Umbrina canosai","South Brazil Shelf","Argentine croaker","Umbrina canosai",2014,369171.585193634,0.129146218224793,1.48880928475857,0.610188243427342,52481.5986097909,247964.322209006,0.211649797609007,0.253979757130809,617014.582239114
"SAUP","South Brazil Shelf-Urophycis brasiliensis","South Brazil Shelf","Brazilian codling","Urophycis brasiliensis",2014,12132.5967416808,0.221136478308264,1.28196511086473,0.707098151640183,2959.77190938703,9464.06157145484,0.312738023420534,0.375285628104641,23549.6136894825
"SAUP","South Brazil Shelf-Veneridae","South Brazil Shelf","Venus clams",NA,2014,10756.1565845035,0.119677250937596,1.6721829691135,0.500494597007931,1538.10339625776,6432.40409882045,0.239117967812348,0.286941561374818,16005.8797671769
"SAUP","South Brazil Shelf-Xiphias gladius","South Brazil Shelf","Swordfish","Xiphias gladius",2014,10086.2789971075,0.173557591194783,1.90426145883577,0.654107207451636,1405.39718329516,5296.68809412024,0.265335084551282,0.318402101461539,13179.8549183613
"SAUP","South Brazil Shelf-Xiphopenaeus kroyeri","South Brazil Shelf","Atlantic seabob","Xiphopenaeus kroyeri",2014,20903.4033846883,0.0736738291195572,1.47479036636196,0.617134599555725,1692.07674232958,14173.8133510143,0.119380487129704,0.143256584555645,35268.9832375958
"SAUP","South Brazil Shelf-Zenopsis conchifer","South Brazil Shelf","Silvery John dory","Zenopsis conchifer",2014,15.9841123858366,0.197446937729024,0.979608847418746,1.77342623022784,1.81665768518838,16.3168313842352,0.111336425707235,0.133603710848682,40.60149787002
"SAUP","South Brazil Shelf-Zidona dufresnei","South Brazil Shelf","Angulate volute","Zidona dufresnei",2014,70.6028096367417,0,0.610447315246785,0,2.88375063942143,115.657498810031,0.0249335379814674,0.0299202455777609,287.792867438977
"SAUP","South China Sea-Acanthocybium solandri","South China Sea","Wahoo","Acanthocybium solandri",2014,7328.74747665352,0.0130023058275726,0.643351942366311,0.121194850491805,1222.12984744613,11391.5059457156,0.107284309315203,0.128741171178244,28345.7120748431
"SAUP","South China Sea-Acanthopagrus schlegelii","South China Sea","Blackhead seabream","Acanthopagrus schlegelii",2014,2001.63002907455,0.0994734815498137,0.992007927707331,0.606570142611084,330.898618724968,2017.75608154724,0.163993369541094,0.196792043449313,5020.82281283564
"SAUP","South China Sea-Acanthuridae","South China Sea","Surgeons, tangs, unicornfishes",NA,2014,8378.45057199202,0.0538655221218783,1.04303582513417,0.965226431045102,448.276687999708,8032.75436000895,0.0558060993662961,0.0669673192395553,19988.0633290975
"SAUP","South China Sea-Acanthurus","South China Sea","Surgeonfishes",NA,2014,8440.6353344685,0.237030015040862,1.7073498493556,0.43274831784189,2707.82487016509,4943.7057892114,0.547731799913002,0.657278159895602,12301.5219894105
"SAUP","South China Sea-Acetes","South China Sea","Acetes shrimps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South China Sea-Acetes japonicus","South China Sea","Akiami paste shrimp","Acetes japonicus",2014,690393.624497795,0.285201461274803,1.35548604614325,0.577221368575772,251658.189138499,509332.889454793,0.494093733879785,0.592912480655742,1267383.21548815
"SAUP","South China Sea-Alopias","South China Sea","Thresher sharks",NA,2014,358.478552234207,0.200459994713856,0.967800891363237,1.33871943663707,55.4645258739107,370.405271821208,0.149740109262492,0.17968813111499,921.686845978148
"SAUP","South China Sea-Aluterus","South China Sea","Aluterid filefishes",NA,2014,1131.36605966725,0.043175963800228,0.757498636133622,1.60520803594064,40.1727911071532,1493.555243138,0.0268974256504561,0.0322769107805473,3716.44338260514
"SAUP","South China Sea-Ambassidae","South China Sea","Asiatic glassfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
